range, n1 , average1, std1, n2 , average2, std2, skewed_1, skewed_2, non_skewed
65535, 169096, 19337.2, 21706.3, 68021, 19353.5, 21739.4, 60789, 27770, 2894710
65535, 169096, 19337.2, 21706.3, 615, 18933.9, 21311.9, 35039, 4430, 486685
65535, 169096, 19337.2, 21706.3, 956, 19874.4, 21923.2, 49339, 4840, 512025
65535, 169096, 19337.2, 21706.3, 169096, 19337.2, 21706.3, 63300, 57689, 5667011
65535, 169096, 19337.2, 21706.3, 1483, 19831.1, 22286.4, 61020, 4900, 537424
65535, 169096, 19337.2, 21706.3, 166551, 19344, 21708.4, 65609, 57539, 5633922
65535, 169096, 19337.2, 21706.3, 301784, 19320.4, 21685.3, 101269, 98409, 8669920
65535, 169096, 19337.2, 21706.3, 5784, 19679.7, 21829, 91949, 7830, 591904
65535, 169096, 19337.2, 21706.3, 330197, 19330.3, 21686.1, 77320, 107298, 9050637
65535, 169096, 19337.2, 21706.3, 1394, 20239.7, 21971.4, 59210, 4530, 492885
65535, 169096, 19337.2, 21706.3, 21235, 19309.7, 21655.7, 60909, 14230, 915061
65535, 169096, 19337.2, 21706.3, 312521, 19323.6, 21680.9, 69940, 101049, 8743070
65535, 169096, 19337.2, 21706.3, 4496, 19176.5, 21689.6, 57169, 8840, 599004
65535, 169096, 19337.2, 21706.3, 46, 20595.6, 23630.1, 1193007, 4980, 456875
65535, 169096, 19337.2, 21706.3, 1963, 19543.6, 21870.7, 55329, 6630, 507105
65535, 169096, 19337.2, 21706.3, 204, 17660.7, 20570.7, 28849, 3360, 490065
65535, 169096, 19337.2, 21706.3, 1211, 19819.1, 21907.4, 56319, 6050, 503425
65535, 169096, 19337.2, 21706.3, 194, 19118.4, 21184.6, 50200, 3329, 471266
65535, 169096, 19337.2, 21706.3, 732, 20160.8, 22194.3, 50570, 3340, 502764
65535, 169096, 19337.2, 21706.3, 166959, 19316.4, 21665.8, 66009, 58870, 3299545
65535, 169096, 19337.2, 21706.3, 27027, 19368.9, 21727, 63019, 14440, 1031799
65535, 169096, 19337.2, 21706.3, 301987, 19329, 21683.5, 70289, 112339, 8686910
65535, 169096, 19337.2, 21706.3, 166551, 19344, 21708.4, 67959, 85369, 5626422
65535, 169096, 19337.2, 21706.3, 10418, 19343, 21753.7, 68609, 9830, 717253
65535, 169096, 19337.2, 21706.3, 138082, 19304.2, 21656.3, 70109, 48610, 3049088
65535, 169096, 19337.2, 21706.3, 898, 18996.5, 21566.9, 53009, 4700, 498875
65535, 169096, 19337.2, 21706.3, 6883, 19481.1, 21632.6, 59980, 8440, 627033
65535, 169096, 19337.2, 21706.3, 10629, 19411.2, 21636, 60409, 9600, 688863
65535, 169096, 19337.2, 21706.3, 250780, 19328.8, 21691.7, 60310, 85289, 6029757
65535, 169096, 19337.2, 21706.3, 140605, 19327.8, 21687.7, 76090, 51329, 4564323
65535, 169096, 19337.2, 21706.3, 10, 13695.6, 18918, 531584, 6370, 461296
65535, 169096, 19337.2, 21706.3, 166551, 19344, 21708.4, 66089, 57480, 5634472
65535, 169096, 19337.2, 21706.3, 27027, 19368.9, 21727, 63700, 14359, 988200
65535, 169096, 19337.2, 21706.3, 720, 19524.8, 21945.3, 49559, 4270, 485255
65535, 169096, 19337.2, 21706.3, 5, 20896, 29075.5, 1120708, 3330, 473445
65535, 169096, 19337.2, 21706.3, 159849, 19343.4, 21683.5, 64859, 54569, 4846030
65535, 169096, 19337.2, 21706.3, 1650, 20462.7, 22164.7, 57120, 6230, 520424
65535, 169096, 19337.2, 21706.3, 26681, 19446.2, 21711.8, 62559, 14870, 1020049
65535, 169096, 19337.2, 21706.3, 166551, 19344, 21708.4, 65499, 57860, 5625222
65535, 169096, 19337.2, 21706.3, 507, 19136.6, 21604.4, 45920, 3320, 482215
65535, 169096, 19337.2, 21706.3, 2912, 20068.6, 22074.9, 55130, 7100, 565944
65535, 169096, 19337.2, 21706.3, 898, 18996.5, 21566.9, 53720, 4260, 487835
65535, 169096, 19337.2, 21706.3, 4636, 19684.2, 21852.8, 69640, 7940, 556835
65535, 169096, 19337.2, 21706.3, 6485, 19458.4, 21927.5, 60600, 8229, 615944
65535, 169096, 19337.2, 21706.3, 16859, 19407.5, 21700.6, 63469, 11870, 827261
65535, 169096, 19337.2, 21706.3, 9764, 19255.7, 21719.8, 57729, 14900, 677403
65535, 169096, 19337.2, 21706.3, 995, 18899.8, 21402.5, 56690, 4120, 497995
65535, 169096, 19337.2, 21706.3, 5479, 19469.3, 21728.5, 58289, 7470, 595634
65535, 169096, 19337.2, 21706.3, 371, 19205.8, 21511.7, 46789, 3370, 496795
65535, 169096, 19337.2, 21706.3, 2769, 19700.4, 21925.2, 79089, 5570, 530434
65535, 169096, 19337.2, 21706.3, 1614, 19562, 21615.3, 49149, 6480, 521325
65535, 169096, 19337.2, 21706.3, 741, 19937.4, 21930.1, 39660, 4220, 490645
65535, 169096, 19337.2, 21706.3, 55, 21147.1, 21971, 1153078, 3530, 472575
65535, 169096, 19337.2, 21706.3, 8, 24864.2, 28038.3, 1125708, 7210, 475435
65535, 169096, 19337.2, 21706.3, 24029, 19308.9, 21684.9, 60539, 13500, 967560
65535, 169096, 19337.2, 21706.3, 1650, 20462.7, 22164.7, 55340, 5040, 500655
65535, 169096, 19337.2, 21706.3, 166959, 19316.4, 21665.8, 79379, 58260, 3097528
65535, 169096, 19337.2, 21706.3, 2912, 20068.6, 22074.9, 55329, 7290, 534385
65535, 169096, 19337.2, 21706.3, 312765, 19327.4, 21681.3, 65040, 103389, 8809379
65535, 169096, 19337.2, 21706.3, 9, 19664.4, 24572.6, 945610, 4130, 421735
65535, 169096, 19337.2, 21706.3, 279, 17575.6, 20773, 34780, 3379, 490415
65535, 169096, 19337.2, 21706.3, 398, 19068.2, 21865.9, 94129, 3850, 473455
65535, 169096, 19337.2, 21706.3, 2305, 19223.3, 21654, 54769, 6910, 531814
65535, 169096, 19337.2, 21706.3, 12717, 19503.1, 21801.4, 61799, 10620, 747812
65535, 169096, 19337.2, 21706.3, 583, 18753.4, 21318.7, 50169, 4230, 491875
65535, 169096, 19337.2, 21706.3, 1002, 20173, 22179.5, 54759, 4420, 516085
65535, 169096, 19337.2, 21706.3, 3763, 18832.8, 21301, 57910, 7530, 570914
65535, 169096, 19337.2, 21706.3, 1410, 19429.5, 21969.6, 57370, 4079, 502975
65535, 169096, 19337.2, 21706.3, 120236, 19376, 21709.4, 71149, 44700, 2768121
65535, 169096, 19337.2, 21706.3, 5, 14100, 15705.4, 298837, 5300, 274207
65535, 169096, 19337.2, 21706.3, 1323, 19377.7, 21925.3, 52029, 5390, 503235
65535, 169096, 19337.2, 21706.3, 638, 19696.4, 21832.3, 45849, 5250, 487175
65535, 169096, 19337.2, 21706.3, 63, 19654.8, 22973.6, 1133579, 3550, 480096
65535, 169096, 19337.2, 21706.3, 757, 19254.6, 21255, 50690, 3319, 486615
65535, 169096, 19337.2, 21706.3, 152, 21093.1, 21080, 1146748, 3530, 488105
65535, 169096, 19337.2, 21706.3, 1388, 19523, 21770.5, 56129, 6060, 515874
65535, 169096, 19337.2, 21706.3, 2, 12230.5, 17295.1, 427406, 1890, 182068
65535, 169096, 19337.2, 21706.3, 5571, 19779.5, 22086.8, 62190, 7759, 588944
65535, 169096, 19337.2, 21706.3, 138082, 19304.2, 21656.3, 69749, 48180, 3042928
65535, 169096, 19337.2, 21706.3, 11492, 19266.7, 21695.8, 61970, 19150, 765132
65535, 169096, 19337.2, 21706.3, 26332, 19421.3, 21725.5, 61210, 15800, 993900
65535, 169096, 19337.2, 21706.3, 312521, 19323.6, 21680.9, 71029, 102159, 8744329
65535, 169096, 19337.2, 21706.3, 9677, 19327.3, 21702.8, 62000, 12030, 691653
65535, 169096, 19337.2, 21706.3, 168524, 19326.2, 21678.4, 68789, 56599, 5197257
65535, 169096, 19337.2, 21706.3, 853, 20520.9, 22393.3, 28369, 6710, 493835
65535, 169096, 19337.2, 21706.3, 40, 16746.8, 22079.1, 8799, 3240, 479315
65535, 169096, 19337.2, 21706.3, 2545, 18891.1, 21562.6, 62089, 6590, 508785
65535, 169096, 19337.2, 21706.3, 10108, 19576.1, 21865.1, 61130, 9030, 688873
65535, 169096, 19337.2, 21706.3, 2571, 19162.6, 21836, 56420, 6390, 538305
65535, 169096, 19337.2, 21706.3, 396, 18172.1, 21336.8, 43180, 3370, 472195
65535, 169096, 19337.2, 21706.3, 4, 31765.5, 28806.1, 1100289, 4450, 468915
65535, 169096, 19337.2, 21706.3, 13499, 19381.9, 21716, 59039, 10790, 1769912
65535, 169096, 19337.2, 21706.3, 159849, 19343.4, 21683.5, 66319, 55230, 4976418
65535, 169096, 19337.2, 21706.3, 250780, 19328.8, 21691.7, 61659, 85969, 6154286
65535, 169096, 19337.2, 21706.3, 166959, 19316.4, 21665.8, 94299, 60660, 3514893
65535, 169096, 19337.2, 21706.3, 312521, 19323.6, 21680.9, 72889, 101639, 8776359
65535, 169096, 19337.2, 21706.3, 138082, 19304.2, 21656.3, 71529, 49660, 3049458
65535, 169096, 19337.2, 21706.3, 6, 18399.2, 23584.1, 1006270, 3890, 404496
65535, 169096, 19337.2, 21706.3, 1969, 19674, 21998.6, 56200, 6910, 531774
65535, 169096, 19337.2, 21706.3, 3280, 19456.1, 21808.2, 52159, 8160, 539054
65535, 169096, 19337.2, 21706.3, 94, 18870.4, 21265, 601144, 3460, 476585
65535, 169096, 19337.2, 21706.3, 20745, 19371.4, 21774.3, 66200, 11689, 899811
