range, n1 , average1, std1, n2 , average2, std2, skewed_1, skewed_2, non_skewed
65518, 9862, 16767.2, 21066, 4, 31057, 35890.1, 353507, 2100, 17460
65518, 9862, 16767.2, 21066, 2079, 17534.8, 20909.9, 10370, 8120, 157768
65518, 9862, 16767.2, 21066, 272, 17746.3, 22328.5, 339096, 55569, 20750
65518, 9862, 16767.2, 21066, 78, 32548.5, 32743.1, 353566, 15760, 37220
65518, 9862, 16767.2, 21066, 2, 17865.5, 25241.6, 7910, 1700, 3180
65518, 9862, 16767.2, 21066, 6, 19595, 21443.3, 9119, 2990, 3470
65518, 9862, 16767.2, 21066, 216, 9157.75, 9177.04, 7240, 53679, 4560
65518, 9862, 16767.2, 21066, 2, 27995, 39576.8, 11380, 1660, 4549
65518, 9862, 16767.2, 21066, 17408, 16531.5, 21080.7, 12360, 9010, 375506
65533, 9862, 16767.2, 21066, 13295, 17008.3, 21055.2, 13580, 9340, 164298
65518, 9862, 16767.2, 21066, 8, 20409.2, 21797, 9240, 3100, 3810
65518, 9862, 16767.2, 21066, 4199, 16372.3, 21297.6, 14780, 9220, 175538
65518, 9862, 16767.2, 21066, 6, 25590.2, 28735.4, 337946, 2850, 17420
65518, 9862, 16767.2, 21066, 2, 15820, 22347.4, 23489, 1810, 2950
65518, 9862, 16767.2, 21066, 2, 23846.5, 33719.8, 10290, 1790, 4150
65518, 9862, 16767.2, 21066, 2, 4783.5, 6743.68, 4570, 1600, 1810
65518, 9862, 16767.2, 21066, 20, 15878.2, 16270.2, 7839, 5700, 3320
65518, 9862, 16767.2, 21066, 120, 16845.7, 20268.9, 8220, 25080, 19409
65518, 9862, 16767.2, 21066, 846, 187, 189.892, 3340, 90139, 13280
65518, 10, 20967, 22080.1, 9862, 16767.2, 21066, 5380, 8550, 3370
41896, 10, 20967, 22080.1, 10, 20967, 22080.1, 3860, 1980, 1280
42191, 10, 20967, 22080.1, 4, 21096.2, 24358.7, 3120, 1180, 1050
60186, 10, 20967, 22080.1, 48, 22803.3, 22462.6, 3530, 1750, 1180
64710, 10, 20967, 22080.1, 3131, 17175.5, 21213.4, 6790, 3480, 1680
41901, 10, 20967, 22080.1, 1708, 18065.8, 18056.9, 5189, 152169, 19330
41899, 10, 20967, 22080.1, 2, 15506, 21904.8, 2760, 16290, 950
64221, 10, 20967, 22080.1, 1082, 18420.3, 22151, 5470, 1880, 1240
65486, 10, 20967, 22080.1, 13931, 17259.1, 21557.8, 7650, 8890, 3450
41896, 10, 20967, 22080.1, 158, 11604.5, 11621.3, 4220, 15240, 2640
42150, 10, 20967, 22080.1, 6, 21094.5, 23086, 3430, 1410, 1060
65510, 10, 20967, 22080.1, 15759, 17704.1, 21846.8, 6670, 17120, 5970
64683, 10, 20967, 22080.1, 2828, 17470.5, 22168.6, 6220, 2920, 1590
65535, 10, 20967, 22080.1, 30147, 16968.7, 21371.5, 7060, 17489, 6020
41897, 10, 20967, 22080.1, 4, 2366, 2710.08, 2800, 1210, 980
54194, 10, 20967, 22080.1, 2526, 26788.5, 26788, 6720, 228188, 1060
64613, 10, 20967, 22080.1, 3558, 16121.7, 20203.3, 6359, 3850, 1800
41906, 10, 20967, 22080.1, 1828, 13484.2, 13479.2, 5880, 177918, 27700
41901, 10, 20967, 22080.1, 2, 18375.5, 25965.7, 2730, 1070, 920
41912, 10, 20967, 22080.1, 6, 13916.8, 16055.7, 3260, 1450, 1000
61918, 10, 20967, 22080.1, 673, 18089.7, 21759.2, 4950, 1190, 1050
65478, 10, 20967, 22080.1, 2775, 15100.7, 20014.6, 5490, 2840, 1520
64000, 10, 20967, 22080.1, 531, 14484.9, 20154.1, 4810, 2440, 1300
41908, 10, 20967, 22080.1, 1958, 5630, 5626.99, 6159, 173569, 22059
65144, 10, 20967, 22080.1, 1153, 18668.8, 22970, 5370, 1670, 1150
65513, 10, 20967, 22080.1, 10831, 16917.8, 21277.6, 6330, 8100, 3150
65254, 10, 20967, 22080.1, 2630, 16367.8, 20948.8, 6600, 2580, 1420
65194, 10, 20967, 22080.1, 369, 16489.4, 21383, 4360, 1590, 1200
41902, 10, 20967, 22080.1, 2, 11127, 15716.2, 2880, 990, 950
65460, 10, 20967, 22080.1, 4352, 17081.5, 21512.4, 5340, 1690, 1170
65453, 10, 20967, 22080.1, 1111, 18102.4, 21906.4, 4900, 4630, 1620
65132, 10, 20967, 22080.1, 1791, 16654.7, 21274.7, 4740, 2330, 1410
62145, 10, 20967, 22080.1, 244, 31057.2, 31106.1, 4180, 22700, 1100
41896, 10, 20967, 22080.1, 4, 18881.2, 21779.1, 3290, 1210, 1010
60076, 10, 20967, 22080.1, 331, 17467.6, 19172.6, 4610, 2250, 1290
41896, 10, 20967, 22080.1, 18, 17176.5, 17653.9, 3710, 2640, 1170
65210, 10, 20967, 22080.1, 1327, 17604.2, 21942.3, 4710, 1660, 1110
65515, 10, 20967, 22080.1, 649, 17414.9, 21580, 5400, 1910, 1240
41896, 10, 20967, 22080.1, 66, 17103, 17213.9, 4020, 6820, 1620
41898, 10, 20967, 22080.1, 2, 19653, 27768.1, 2990, 970, 930
41896, 10, 20967, 22080.1, 12, 19571.8, 20421.1, 3360, 1900, 1040
65351, 10, 20967, 22080.1, 1206, 16944.1, 22084.2, 4980, 2010, 1270
65421, 10, 20967, 22080.1, 1450, 15187.9, 20049.5, 6250, 1580, 1170
64904, 10, 20967, 22080.1, 318, 18139.8, 22132.5, 4570, 29620, 1520
64723, 10, 20967, 22080.1, 470, 16596.3, 20712.3, 4440, 36620, 1590
41911, 10, 20967, 22080.1, 2, 4231, 5976.47, 2920, 990, 940
65227, 10, 20967, 22080.1, 2776, 15985.1, 20554, 4770, 3460, 1870
41914, 10, 20967, 22080.1, 1750, 18571, 18575.2, 5520, 156018, 19760
41900, 10, 20967, 22080.1, 8, 16100.6, 17419.8, 3060, 1520, 1000
42329, 10, 20967, 22080.1, 6, 21184, 23184, 3320, 1440, 1070
63522, 10, 20967, 22080.1, 841, 14720.3, 19586.5, 5130, 2670, 1510
41897, 10, 20967, 22080.1, 40, 91.25, 73.2868, 3350, 4410, 1410
65407, 10, 20967, 22080.1, 13262, 16462.5, 21056.7, 7260, 9300, 3510
41897, 10, 20967, 22080.1, 2, 2941.5, 4133.04, 2840, 1010, 930
64846, 10, 20967, 22080.1, 4657, 16038.5, 20258.9, 5930, 7070, 3480
64509, 10, 20967, 22080.1, 512, 17614.8, 21392, 4390, 40039, 1940
65025, 10, 20967, 22080.1, 64, 17643.7, 23184.5, 3700, 6780, 1100
41900, 10, 20967, 22080.1, 1948, 701.25, 713.693, 5340, 171408, 21930
