range,n1,average1,std1,n2,average2,std2,skewed_1,skewed_2,non_skewed,fastest_algo
61477,2,9782.5,13823.2,8,20060.1,27492.4,28,67,19,non_skewed
65304,2,9782.5,13823.2,24,12957.8,19551.8,38,94,36,non_skewed
19549,2,9782.5,13823.2,4,8799.25,9579.68,37,40,31,non_skewed
64880,2,9782.5,13823.2,4,27471.8,32460.8,29,36,18,non_skewed
54738,2,9782.5,13823.2,4,27397.2,31577.9,28,26,19,non_skewed
20315,2,9782.5,13823.2,6,9969.83,10880.1,29,65,20,non_skewed
50420,2,9782.5,13823.2,40,17552.9,20499.8,39,113,25,non_skewed
39964,2,9782.5,13823.2,2,20015.5,28222.8,27,25,20,non_skewed
19549,2,9782.5,13823.2,2,2851,3378.56,33,35,18,non_skewed
38076,2,9782.5,13823.2,8,8262.62,13012.3,29,63,29,skewed_1
45022,2,9782.5,13823.2,6,12236.5,17270.3,28,62,34,skewed_1
28273,2,9782.5,13823.2,2,14165.5,19962.3,28,25,19,non_skewed
38327,2,9782.5,13823.2,2,19377.5,26810,25,25,19,non_skewed
63838,2,9782.5,13823.2,152,16012.1,20728.7,46,280,25,non_skewed
64751,2,9782.5,13823.2,2,32376.5,45785.9,26,25,25,skewed_2
47599,2,9782.5,13823.2,6,14098.5,19735.4,27,64,26,non_skewed
64048,2,9782.5,13823.2,20,22542.8,25655.5,38,79,19,non_skewed
25841,2,9782.5,13823.2,6,11653,12718.1,32,51,20,non_skewed
42529,2,9782.5,13823.2,14,12512.6,14813.5,35,76,19,non_skewed
62081,2,9782.5,13823.2,90,13617.4,18471.3,42,283,40,non_skewed
39612,2,9782.5,13823.2,2,19832,27984.5,30,25,18,non_skewed
61369,2,9782.5,13823.2,30,21393.6,24936.9,38,98,19,non_skewed
27703,2,9782.5,13823.2,6,9700.33,11521.6,29,65,33,skewed_1
64948,2,9782.5,13823.2,10,23822.6,27136.9,34,33,18,non_skewed
19549,2,9782.5,13823.2,4,3886,4430.59,38,29,24,non_skewed
61319,2,9782.5,13823.2,14,19564.8,24003.2,36,55,21,non_skewed
63819,2,9782.5,13823.2,34,17551.3,20669.4,40,116,18,non_skewed
65018,2,9782.5,13823.2,152,16461.5,21107,45,255,39,non_skewed
19549,2,9782.5,13823.2,2,2927,3425.23,33,24,19,non_skewed
37559,2,9782.5,13823.2,4,12570.8,17508.5,28,42,19,non_skewed
43493,2,9782.5,13823.2,2,21962,30460.7,25,25,18,non_skewed
60777,2,9782.5,13823.2,2,30418,42945.4,29,24,18,non_skewed
60563,2,9782.5,13823.2,14,16238.6,23123.4,34,76,19,non_skewed
48729,2,9782.5,13823.2,40,3758.12,8161.72,48,117,19,non_skewed
49761,2,9782.5,13823.2,4,24245,27455.1,29,24,19,non_skewed
64119,2,9782.5,13823.2,8,18507.9,22993.2,29,50,19,non_skewed
65457,2,9782.5,13823.2,30,18407.3,24807.7,36,92,19,non_skewed
60690,2,30407.5,42835.8,2,14787.5,20902.8,36,27,37,skewed_2
60683,2,30407.5,42835.8,2,28842,40768.9,37,28,37,skewed_2
64156,2,30407.5,42835.8,24,19620.2,23150.6,43,107,51,skewed_1
65080,2,30407.5,42835.8,546,16033.7,20633.6,59,927,33,non_skewed
60650,2,30407.5,42835.8,6,6690.67,8233.69,39,57,42,skewed_1
60647,2,30407.5,42835.8,2,13220,18625.2,38,27,22,non_skewed
60579,2,30407.5,42835.8,2,17350.5,23886.8,29,29,30,skewed_1
60579,2,30407.5,42835.8,6,16126.5,17137.1,42,46,35,non_skewed
60579,2,30407.5,42835.8,2,5145,6564.78,28,25,28,skewed_2
60579,2,30407.5,42835.8,16,16887.1,19752.2,44,66,41,non_skewed
60579,2,30407.5,42835.8,2,17820,24494.2,29,27,19,non_skewed
65107,2,30407.5,42835.8,113,17563.8,21861.6,57,110,43,non_skewed
63930,2,30407.5,42835.8,152,16258.9,20920,62,279,54,non_skewed
60653,2,30407.5,42835.8,12,17649.3,20283.5,43,51,30,non_skewed
60920,2,30407.5,42835.8,2,30554,43076.9,34,27,28,skewed_2
60835,2,30407.5,42835.8,12,16798.9,22341.3,41,72,28,non_skewed
65053,2,30407.5,42835.8,24,21626.3,25527.8,37,81,51,skewed_1
60579,2,30407.5,42835.8,2,27904.5,38755.8,25,28,19,non_skewed
60651,2,30407.5,42835.8,2,10994,15482.8,26,24,27,skewed_2
60606,2,30407.5,42835.8,6,3367.17,3711.98,40,41,27,non_skewed
64808,2,30407.5,42835.8,4,26436.5,31950.3,30,42,29,non_skewed
65320,2,30407.5,42835.8,151,16865.7,21283.8,55,88,37,non_skewed
60579,2,30407.5,42835.8,4,4330,7037.48,38,35,20,non_skewed
60579,2,30407.5,42835.8,6,14623.3,16967.9,40,40,25,non_skewed
62052,2,30407.5,42835.8,24,17164.2,19884.5,45,95,53,skewed_1
60579,2,30407.5,42835.8,2,20307.5,28136.5,26,24,19,non_skewed
60579,2,30407.5,42835.8,2,27614.5,38717.6,26,25,19,non_skewed
60648,2,30407.5,42835.8,2,2555.5,3544.73,26,24,27,skewed_2
60579,2,30407.5,42835.8,6,29781,32094.5,37,37,20,non_skewed
65500,2,30407.5,42835.8,5506,16259.4,20751.4,78,7434,72,non_skewed
61875,2,30407.5,42835.8,16,28133.2,29567.1,35,100,40,skewed_1
60579,2,30407.5,42835.8,2,9807.5,13287.2,29,27,20,non_skewed
60650,2,30407.5,42835.8,20,14666.3,17260.4,45,70,44,non_skewed
60579,2,30407.5,42835.8,2,10345.5,14380.4,27,24,20,non_skewed
64571,2,30407.5,42835.8,78,17313.6,21855.6,50,200,60,skewed_1
60579,2,30407.5,42835.8,6,2772.33,2488.12,30,32,30,skewed_1
60579,2,30407.5,42835.8,2,6064,7973.34,26,25,19,non_skewed
65391,2,30407.5,42835.8,152,16850.7,21358.8,44,301,52,skewed_1
60579,2,30407.5,42835.8,8,7335.62,8131.64,30,60,27,non_skewed
60652,2,30407.5,42835.8,2,5922.5,8312.04,26,25,27,skewed_2
65005,2,30407.5,42835.8,14,25785.1,28563.6,43,85,36,non_skewed
65134,2,30407.5,42835.8,152,16868,21350,55,296,58,skewed_1
60579,2,30407.5,42835.8,4,19747.2,22265.3,38,41,29,non_skewed
60579,2,30407.5,42835.8,2,3683.5,4562.96,25,25,19,non_skewed
60651,2,30407.5,42835.8,6,20846.8,29957.4,30,43,33,skewed_1
60579,2,30407.5,42835.8,6,20742.8,24431.1,29,31,20,non_skewed
65371,2,30407.5,42835.8,176,16993.8,21924.9,53,342,45,non_skewed
60652,2,30407.5,42835.8,4,14505.8,20898,37,35,32,non_skewed
64891,2,30407.5,42835.8,152,16458,21105.8,44,287,41,non_skewed
60579,2,30407.5,42835.8,4,26346.8,29842.9,37,42,27,non_skewed
65527,2,30407.5,42835.8,1237,16806.5,21365.3,65,171,56,non_skewed
60653,2,30407.5,42835.8,2,3830.5,5354.92,29,25,29,skewed_2
63930,2,30407.5,42835.8,20,29101.1,30111.2,44,86,35,non_skewed
60689,2,30407.5,42835.8,2,9782.5,13823.2,26,25,28,skewed_2
60579,2,30407.5,42835.8,2,30407.5,42835.8,36,46,35,non_skewed
63377,2,30407.5,42835.8,2,31997.5,44544.2,35,23,28,skewed_2
60631,2,30407.5,42835.8,2,29905.5,42199.4,34,24,20,non_skewed
61093,2,30407.5,42835.8,40,15270,20902.8,46,99,31,non_skewed
60651,2,30407.5,42835.8,2,19492,27500.8,26,26,19,non_skewed
60579,2,30407.5,42835.8,2,18205,25146.1,25,24,26,skewed_2
60653,2,30407.5,42835.8,2,19588,27639.4,26,28,29,skewed_1
60690,2,30407.5,42835.8,8,12914.9,18821.9,32,44,28,non_skewed
60579,2,30407.5,42835.8,2,5549,7133.29,27,24,29,skewed_2
62678,2,30407.5,42835.8,6,17817.3,26549.4,38,54,27,non_skewed
60579,2,30407.5,42835.8,2,8853,12329.1,28,27,18,non_skewed
62359,2,30407.5,42835.8,2,31323.5,44057.7,36,26,29,skewed_2
60579,2,30407.5,42835.8,2,7066,9281.48,29,27,20,non_skewed
60579,2,30407.5,42835.8,2,29787,41412.4,27,27,21,non_skewed
63276,2,30407.5,42835.8,50,15844.4,22184.6,46,136,60,skewed_1
60670,2,30407.5,42835.8,32,20159.9,24427.6,47,82,39,non_skewed
64767,2,30407.5,42835.8,152,16707.6,21274,52,296,28,non_skewed
65145,2,30407.5,42835.8,152,16926.5,21472.9,53,278,28,non_skewed
60691,2,30407.5,42835.8,10,7328.3,10251.9,43,55,39,non_skewed
60579,2,30407.5,42835.8,2,28627,40145.3,26,28,19,non_skewed
60651,2,30407.5,42835.8,52,13583.5,18181.2,47,120,45,non_skewed
65444,2,30407.5,42835.8,376,15393.5,20841.6,48,634,41,non_skewed
60653,2,30407.5,42835.8,2,19715.5,27819.7,26,25,28,skewed_2
60649,2,30407.5,42835.8,2,25992.5,36691.1,26,24,29,skewed_2
63985,2,30407.5,42835.8,48,19538.6,24859.6,38,109,44,skewed_1
60579,2,30407.5,42835.8,14,22447.1,22772.7,42,60,42,skewed_1
60579,2,30407.5,42835.8,2,2944.5,3574.42,27,24,19,non_skewed
60653,2,30407.5,42835.8,2,24603,34731.7,25,23,27,skewed_2
60579,2,30407.5,42835.8,2,25876,35823.4,26,26,20,non_skewed
60692,2,30407.5,42835.8,2,24116,34098.1,26,23,29,skewed_2
62771,2,30407.5,42835.8,12,23992.4,28915.4,43,71,28,non_skewed
64973,2,30407.5,42835.8,4,28117.5,33202.7,31,50,26,non_skewed
60579,2,30407.5,42835.8,4,13613.8,19078.7,36,51,27,non_skewed
60579,2,30407.5,42835.8,8,26138.8,27441.4,31,53,36,skewed_1
63502,2,30407.5,42835.8,8,16757.4,26418.2,31,56,25,non_skewed
63124,2,30407.5,42835.8,10,28085,29750.7,43,72,26,non_skewed
60652,2,30407.5,42835.8,4,18266.5,21143.2,38,34,31,non_skewed
60579,2,30407.5,42835.8,2,26942,37397.5,27,24,18,non_skewed
60579,2,30407.5,42835.8,10,11037.3,15604.5,36,57,35,non_skewed
64980,2,30407.5,42835.8,134,18069.7,23894.1,53,300,37,non_skewed
60579,2,30407.5,42835.8,2,24203,33521.1,27,24,20,non_skewed
62342,2,30407.5,42835.8,165,15772.3,19433.2,55,84,57,skewed_1
60652,2,30407.5,42835.8,10,6738.3,7863.47,41,61,28,non_skewed
62506,2,30407.5,42835.8,14,27301,28592.5,42,80,33,non_skewed
60636,2,30407.5,42835.8,4,4814.75,5706.13,28,42,20,non_skewed
60646,2,30407.5,42835.8,8,20265.6,21537.7,30,48,21,non_skewed
62355,2,30407.5,42835.8,98,19656.7,22936.5,42,201,29,non_skewed
60652,2,30407.5,42835.8,2,9608,13524.1,25,26,28,skewed_1
60623,2,30407.5,42835.8,10,11839.2,12585.9,42,51,28,non_skewed
60690,2,30407.5,42835.8,8,15565,25981.7,29,39,20,non_skewed
60646,2,30407.5,42835.8,2,22850,32242.7,26,27,28,skewed_1
60579,2,30407.5,42835.8,2,5142.5,6562.66,27,24,20,non_skewed
62096,2,30407.5,42835.8,100,16712,23130,49,211,40,non_skewed
60648,2,30407.5,42835.8,2,12095,17035.6,26,29,29,skewed_1
60579,2,30407.5,42835.8,2,23631,33062.9,26,26,19,non_skewed
60579,2,30407.5,42835.8,2,9323.5,12471.2,26,28,18,non_skewed
60759,2,30407.5,42835.8,2,30421.5,42963.1,34,25,27,skewed_2
60579,2,30407.5,42835.8,2,19431,26937.9,26,35,18,non_skewed
64874,2,30407.5,42835.8,8,18478.4,24503.9,30,58,34,skewed_1
60695,2,30407.5,42835.8,110,19275.3,23652.8,47,187,65,skewed_1
60607,2,30407.5,42835.8,2,22124,31160.8,26,28,28,skewed_1
60649,2,30407.5,42835.8,8,23647.2,26339.2,29,36,22,non_skewed
60579,2,30407.5,42835.8,8,11160.8,19451.1,32,47,36,skewed_1
60579,2,30407.5,42835.8,2,5764,7437.35,26,23,19,non_skewed
60579,2,30407.5,42835.8,2,21726.5,30013.1,28,35,17,non_skewed
60646,2,30407.5,42835.8,2,28348.5,40018.7,26,26,27,skewed_1
60651,2,30407.5,42835.8,2,9225.5,12981.8,26,26,26,skewed_1
65521,2,30407.5,42835.8,58,11433.4,20328.5,44,153,39,non_skewed
60667,2,30407.5,42835.8,12,15224.9,19409.6,42,71,30,non_skewed
60647,2,30407.5,42835.8,6,11455.7,12981.6,30,40,25,non_skewed
60579,2,30407.5,42835.8,4,17728.5,22310.9,29,38,27,non_skewed
60579,2,30407.5,42835.8,2,30076,42204.4,27,25,18,non_skewed
60579,2,30407.5,42835.8,12,4284.08,7633.48,36,49,38,skewed_1
60579,2,30407.5,42835.8,2,23070.5,31915.3,26,28,19,non_skewed
60579,2,30407.5,42835.8,2,11169,15091.1,24,28,19,non_skewed
64681,2,30407.5,42835.8,4,19400.5,30742,28,49,36,skewed_1
60648,2,30407.5,42835.8,2,25283,35686.3,25,25,28,skewed_1
60667,2,30407.5,42835.8,14,15793.9,16792.2,35,60,36,skewed_1
60579,2,30407.5,42835.8,12,10727.4,16555.2,34,49,39,skewed_1
60646,2,30407.5,42835.8,2,18002,25386.5,27,26,28,skewed_2
65031,2,30407.5,42835.8,152,16837.6,21376.7,54,331,27,non_skewed
64214,2,30407.5,42835.8,44,19488.9,21954,37,104,28,non_skewed
61500,2,30407.5,42835.8,4,21605.8,28896.5,30,53,34,skewed_1
60652,2,30407.5,42835.8,2,26162.5,36935.7,24,24,27,skewed_1
60579,2,30407.5,42835.8,6,17975.8,19254.2,31,44,34,skewed_1
60649,2,30407.5,42835.8,6,16708.5,18844.5,30,42,26,non_skewed
60579,2,30407.5,42835.8,2,13076.5,17785.9,26,24,28,skewed_2
60652,2,30407.5,42835.8,2,30265,42737.5,26,22,27,skewed_2
60579,2,30407.5,42835.8,2,11492,16051.3,26,25,29,skewed_2
60579,2,30407.5,42835.8,2,23885.5,33070.7,26,25,18,non_skewed
60652,2,30407.5,42835.8,6,22924.2,25330.5,30,35,26,non_skewed
60579,2,30407.5,42835.8,2,18895,26448.6,27,24,19,non_skewed
60579,2,30407.5,42835.8,2,2441,2743.57,25,25,20,non_skewed
64475,2,30407.5,42835.8,8,29795.9,31827.7,30,57,27,non_skewed
60579,2,30407.5,42835.8,2,24489,34026,26,27,19,non_skewed
60579,2,30407.5,42835.8,2,9953,13361.5,26,26,19,non_skewed
60649,2,30407.5,42835.8,2,25491,35981.8,25,27,28,skewed_1
63929,2,30407.5,42835.8,4,18818,30559.9,38,25,28,skewed_2
64341,2,30407.5,42835.8,152,16124,20846.9,51,256,43,non_skewed
60579,2,30407.5,42835.8,2,12642,17164.3,26,26,20,non_skewed
62968,2,30407.5,42835.8,26,11665.5,15742.8,44,80,32,non_skewed
60579,2,30407.5,42835.8,2,26905,37787.8,26,27,20,non_skewed
60579,2,30407.5,42835.8,2,26260.5,36561,25,38,19,non_skewed
60602,2,30407.5,42835.8,2,18324,25779.7,26,28,28,skewed_1
65194,2,30407.5,42835.8,152,16976.6,21472.8,52,284,29,non_skewed
60579,2,30407.5,42835.8,6,14826.3,16002.6,30,41,35,skewed_1
60579,2,30407.5,42835.8,2,29058,40793,25,25,19,non_skewed
60579,2,30407.5,42835.8,2,16007,22058.9,26,24,19,non_skewed
60647,2,30407.5,42835.8,2,28750.5,40588.6,25,28,28,skewed_1
61441,2,30407.5,42835.8,8,20060.1,27492.4,30,57,28,non_skewed
65300,2,30407.5,42835.8,24,12957.8,19551.8,43,81,38,non_skewed
60579,2,30407.5,42835.8,4,8799.25,9579.68,28,28,29,skewed_1
64770,2,30407.5,42835.8,4,27471.8,32460.8,38,35,34,non_skewed
60647,2,30407.5,42835.8,4,27397.2,31577.9,29,27,29,skewed_2
60650,2,30407.5,42835.8,6,9969.83,10880.1,28,35,25,non_skewed
60696,2,30407.5,42835.8,40,17552.9,20499.8,41,111,43,skewed_1
60638,2,30407.5,42835.8,2,20015.5,28222.8,27,27,29,skewed_1
60579,2,30407.5,42835.8,2,2851,3378.56,26,25,20,non_skewed
60637,2,30407.5,42835.8,8,8262.62,13012.3,30,45,21,non_skewed
60579,2,30407.5,42835.8,6,12236.5,17270.3,30,51,19,non_skewed
60647,2,30407.5,42835.8,2,14165.5,19962.3,27,24,28,skewed_2
60579,2,30407.5,42835.8,2,19377.5,26810,26,24,20,non_skewed
63838,2,30407.5,42835.8,152,16012.1,20728.7,52,267,29,non_skewed
64751,2,30407.5,42835.8,2,32376.5,45785.9,33,27,27,skewed_2
60579,2,30407.5,42835.8,6,14098.5,19735.4,30,47,19,non_skewed
64009,2,30407.5,42835.8,20,22542.8,25655.5,37,81,30,non_skewed
60579,2,30407.5,42835.8,6,11653,12718.1,30,43,19,non_skewed
60579,2,30407.5,42835.8,14,12512.6,14813.5,36,61,42,skewed_1
62081,2,30407.5,42835.8,90,13617.4,18471.3,50,187,37,non_skewed
60653,2,30407.5,42835.8,2,19832,27984.5,29,26,27,skewed_2
61332,2,30407.5,42835.8,30,21393.6,24936.9,37,94,33,non_skewed
60649,2,30407.5,42835.8,6,9700.33,11521.6,29,39,25,non_skewed
64908,2,30407.5,42835.8,10,23822.6,27136.9,44,79,31,non_skewed
60648,2,30407.5,42835.8,4,3886,4430.59,28,26,19,non_skewed
61209,2,30407.5,42835.8,14,19564.8,24003.2,33,86,38,skewed_1
63782,2,30407.5,42835.8,34,17551.3,20669.4,48,107,33,non_skewed
65018,2,30407.5,42835.8,152,16461.5,21107,45,289,45,skewed_1
60579,2,30407.5,42835.8,2,2927,3425.23,26,24,29,skewed_2
60579,2,30407.5,42835.8,4,12570.8,17508.5,30,27,28,skewed_2
60579,2,30407.5,42835.8,2,21962,30460.7,27,26,29,skewed_2
60734,2,30407.5,42835.8,2,30418,42945.4,35,25,28,skewed_2
60579,2,30407.5,42835.8,14,16238.6,23123.4,31,61,41,skewed_1
60646,2,30407.5,42835.8,40,3758.12,8161.72,37,90,46,skewed_1
60579,2,30407.5,42835.8,4,24245,27455.1,31,27,31,skewed_2
64085,2,30407.5,42835.8,8,18507.9,22993.2,31,61,29,non_skewed
65347,2,30407.5,42835.8,30,18407.3,24807.7,42,101,34,non_skewed
63488,2,31997.5,44544.2,2,14787.5,20902.8,29,23,26,skewed_2
63481,2,31997.5,44544.2,2,28842,40768.9,28,24,18,non_skewed
64156,2,31997.5,44544.2,24,19620.2,23150.6,34,72,30,non_skewed
65080,2,31997.5,44544.2,546,16033.7,20633.6,59,1044,32,non_skewed
63448,2,31997.5,44544.2,6,6690.67,8233.69,29,48,19,non_skewed
63445,2,31997.5,44544.2,2,13220,18625.2,28,23,19,non_skewed
63035,2,31997.5,44544.2,2,17350.5,23886.8,28,24,19,non_skewed
62997,2,31997.5,44544.2,6,16126.5,17137.1,30,30,21,non_skewed
62995,2,31997.5,44544.2,2,5145,6564.78,28,25,25,skewed_2
63191,2,31997.5,44544.2,16,16887.1,19752.2,35,78,33,non_skewed
62995,2,31997.5,44544.2,2,17820,24494.2,48,52,34,non_skewed
65107,2,31997.5,44544.2,113,17563.8,21861.6,45,95,55,skewed_1
63930,2,31997.5,44544.2,152,16258.9,20920,54,333,42,non_skewed
63451,2,31997.5,44544.2,12,17649.3,20283.5,33,51,29,non_skewed
63401,2,31997.5,44544.2,2,30554,43076.9,26,25,19,non_skewed
63447,2,31997.5,44544.2,12,16798.9,22341.3,29,61,24,non_skewed
65035,2,31997.5,44544.2,24,21626.3,25527.8,38,77,38,skewed_1
62995,2,31997.5,44544.2,2,27904.5,38755.8,40,50,26,non_skewed
63449,2,31997.5,44544.2,2,10994,15482.8,24,25,19,non_skewed
63404,2,31997.5,44544.2,6,3367.17,3711.98,28,33,19,non_skewed
64781,2,31997.5,44544.2,4,26436.5,31950.3,39,41,19,non_skewed
65320,2,31997.5,44544.2,151,16865.7,21283.8,43,103,46,skewed_1
62995,2,31997.5,44544.2,4,4330,7037.48,29,37,19,non_skewed
63358,2,31997.5,44544.2,6,14623.3,16967.9,31,31,20,non_skewed
63450,2,31997.5,44544.2,24,17164.2,19884.5,36,66,40,skewed_1
63083,2,31997.5,44544.2,2,20307.5,28136.5,23,25,19,non_skewed
63258,2,31997.5,44544.2,2,27614.5,38717.6,26,24,18,non_skewed
63446,2,31997.5,44544.2,2,2555.5,3544.73,24,24,19,non_skewed
62995,2,31997.5,44544.2,6,29781,32094.5,31,45,20,non_skewed
65500,2,31997.5,44544.2,5506,16259.4,20751.4,73,6727,95,skewed_1
63447,2,31997.5,44544.2,16,28133.2,29567.1,33,50,32,non_skewed
63083,2,31997.5,44544.2,2,9807.5,13287.2,27,26,18,non_skewed
63448,2,31997.5,44544.2,20,14666.3,17260.4,38,71,37,non_skewed
63318,2,31997.5,44544.2,2,10345.5,14380.4,27,25,19,non_skewed
64571,2,31997.5,44544.2,78,17313.6,21855.6,43,182,43,skewed_1
62995,2,31997.5,44544.2,6,2772.33,2488.12,32,47,18,non_skewed
63069,2,31997.5,44544.2,2,6064,7973.34,25,27,17,non_skewed
65391,2,31997.5,44544.2,152,16850.7,21358.8,45,343,41,non_skewed
62997,2,31997.5,44544.2,8,7335.62,8131.64,31,44,27,non_skewed
63450,2,31997.5,44544.2,2,5922.5,8312.04,26,23,19,non_skewed
65005,2,31997.5,44544.2,14,25785.1,28563.6,33,82,28,non_skewed
65134,2,31997.5,44544.2,152,16868,21350,63,320,60,non_skewed
63036,2,31997.5,44544.2,4,19747.2,22265.3,29,30,27,non_skewed
63038,2,31997.5,44544.2,2,3683.5,4562.96,27,24,18,non_skewed
63449,2,31997.5,44544.2,6,20846.8,29957.4,29,34,20,non_skewed
62995,2,31997.5,44544.2,6,20742.8,24431.1,49,59,39,non_skewed
65371,2,31997.5,44544.2,176,16993.8,21924.9,46,378,46,skewed_1
63450,2,31997.5,44544.2,4,14505.8,20898,29,29,18,non_skewed
64891,2,31997.5,44544.2,152,16458,21105.8,43,315,48,skewed_1
62995,2,31997.5,44544.2,4,26346.8,29842.9,28,27,28,skewed_2
65527,2,31997.5,44544.2,1237,16806.5,21365.3,68,151,60,non_skewed
63451,2,31997.5,44544.2,2,3830.5,5354.92,28,23,19,non_skewed
63550,2,31997.5,44544.2,20,29101.1,30111.2,46,120,29,non_skewed
63487,2,31997.5,44544.2,2,9782.5,13823.2,26,25,20,non_skewed
63377,2,31997.5,44544.2,2,30407.5,42835.8,27,26,19,non_skewed
62995,2,31997.5,44544.2,2,31997.5,44544.2,38,38,35,non_skewed
63429,2,31997.5,44544.2,2,29905.5,42199.4,34,25,19,non_skewed
63445,2,31997.5,44544.2,40,15270,20902.8,52,104,45,non_skewed
63449,2,31997.5,44544.2,2,19492,27500.8,28,24,19,non_skewed
63071,2,31997.5,44544.2,2,18205,25146.1,25,24,19,non_skewed
63451,2,31997.5,44544.2,2,19588,27639.4,27,24,18,non_skewed
63488,2,31997.5,44544.2,8,12914.9,18821.9,33,37,21,non_skewed
62995,2,31997.5,44544.2,2,5549,7133.29,27,25,31,skewed_2
63353,2,31997.5,44544.2,6,17817.3,26549.4,34,32,20,non_skewed
63360,2,31997.5,44544.2,2,8853,12329.1,29,25,20,non_skewed
63325,2,31997.5,44544.2,2,31323.5,44057.7,27,24,19,non_skewed
62995,2,31997.5,44544.2,2,7066,9281.48,23,25,31,skewed_1
62995,2,31997.5,44544.2,2,29787,41412.4,33,24,28,skewed_2
63460,2,31997.5,44544.2,50,15844.4,22184.6,39,130,54,skewed_1
63468,2,31997.5,44544.2,32,20159.9,24427.6,37,79,37,skewed_1
64767,2,31997.5,44544.2,152,16707.6,21274,44,319,43,non_skewed
65145,2,31997.5,44544.2,152,16926.5,21472.9,53,322,25,non_skewed
63489,2,31997.5,44544.2,10,7328.3,10251.9,36,63,22,non_skewed
63255,2,31997.5,44544.2,2,28627,40145.3,23,24,19,non_skewed
63449,2,31997.5,44544.2,52,13583.5,18181.2,37,117,50,skewed_1
65444,2,31997.5,44544.2,376,15393.5,20841.6,48,745,51,skewed_1
63451,2,31997.5,44544.2,2,19715.5,27819.7,24,24,17,non_skewed
63447,2,31997.5,44544.2,2,25992.5,36691.1,24,25,19,non_skewed
63985,2,31997.5,44544.2,48,19538.6,24859.6,38,121,48,skewed_1
62995,2,31997.5,44544.2,14,22447.1,22772.7,35,45,41,skewed_1
63078,2,31997.5,44544.2,2,2944.5,3574.42,26,25,19,non_skewed
63451,2,31997.5,44544.2,2,24603,34731.7,25,26,19,non_skewed
62995,2,31997.5,44544.2,2,25876,35823.4,23,23,26,skewed_1
63490,2,31997.5,44544.2,2,24116,34098.1,35,25,19,non_skewed
63449,2,31997.5,44544.2,12,23992.4,28915.4,40,52,29,non_skewed
64973,2,31997.5,44544.2,4,28117.5,33202.7,37,38,26,non_skewed
63041,2,31997.5,44544.2,4,13613.8,19078.7,29,26,19,non_skewed
62996,2,31997.5,44544.2,8,26138.8,27441.4,29,39,20,non_skewed
63502,2,31997.5,44544.2,8,16757.4,26418.2,29,46,26,non_skewed
63401,2,31997.5,44544.2,10,28085,29750.7,34,57,28,non_skewed
63450,2,31997.5,44544.2,4,18266.5,21143.2,29,26,19,non_skewed
62997,2,31997.5,44544.2,2,26942,37397.5,27,23,18,non_skewed
62995,2,31997.5,44544.2,10,11037.3,15604.5,34,63,22,non_skewed
64980,2,31997.5,44544.2,134,18069.7,23894.1,52,345,43,non_skewed
62995,2,31997.5,44544.2,2,24203,33521.1,36,45,32,non_skewed
63489,2,31997.5,44544.2,165,15772.3,19433.2,54,244,76,skewed_1
63450,2,31997.5,44544.2,10,6738.3,7863.47,28,70,28,skewed_1
63444,2,31997.5,44544.2,14,27301,28592.5,33,60,36,skewed_1
63434,2,31997.5,44544.2,4,4814.75,5706.13,28,25,19,non_skewed
63444,2,31997.5,44544.2,8,20265.6,21537.7,30,38,21,non_skewed
63494,2,31997.5,44544.2,98,19656.7,22936.5,43,206,58,skewed_1
63450,2,31997.5,44544.2,2,9608,13524.1,25,24,19,non_skewed
63421,2,31997.5,44544.2,10,11839.2,12585.9,35,56,28,non_skewed
63488,2,31997.5,44544.2,8,15565,25981.7,29,45,22,non_skewed
63444,2,31997.5,44544.2,2,22850,32242.7,29,25,18,non_skewed
62995,2,31997.5,44544.2,2,5142.5,6562.66,24,25,25,skewed_1
63199,2,31997.5,44544.2,100,16712,23130,43,210,67,skewed_1
63446,2,31997.5,44544.2,2,12095,17035.6,24,24,20,non_skewed
63243,2,31997.5,44544.2,2,23631,33062.9,24,25,19,non_skewed
62995,2,31997.5,44544.2,2,9323.5,12471.2,35,24,27,skewed_2
63453,2,31997.5,44544.2,2,30421.5,42963.1,25,26,19,non_skewed
63112,2,31997.5,44544.2,2,19431,26937.9,27,26,19,non_skewed
64495,2,31997.5,44544.2,8,18478.4,24503.9,29,47,25,non_skewed
63493,2,31997.5,44544.2,110,19275.3,23652.8,51,226,57,skewed_1
63405,2,31997.5,44544.2,2,22124,31160.8,26,25,20,non_skewed
63447,2,31997.5,44544.2,8,23647.2,26339.2,31,43,20,non_skewed
63287,2,31997.5,44544.2,8,11160.8,19451.1,28,33,22,non_skewed
62995,2,31997.5,44544.2,2,5764,7437.35,27,25,26,skewed_2
62995,2,31997.5,44544.2,2,21726.5,30013.1,29,26,27,skewed_2
63444,2,31997.5,44544.2,2,28348.5,40018.7,27,28,19,non_skewed
63449,2,31997.5,44544.2,2,9225.5,12981.8,36,26,18,non_skewed
65521,2,31997.5,44544.2,58,11433.4,20328.5,46,155,43,non_skewed
63465,2,31997.5,44544.2,12,15224.9,19409.6,37,56,31,non_skewed
63445,2,31997.5,44544.2,6,11455.7,12981.6,32,37,26,non_skewed
62996,2,31997.5,44544.2,4,17728.5,22310.9,29,28,19,non_skewed
63262,2,31997.5,44544.2,2,30076,42204.4,26,27,18,non_skewed
63068,2,31997.5,44544.2,12,4284.08,7633.48,36,44,23,non_skewed
