range, n1 , average1, std1, n2 , average2, std2, , skewed_1, skewed_2, non_skewed, fastest_algo
65535, 169096, 19337.2, 21706.3, 169096, 19337.2, 21706.3, 10413, 7138, 658590, skewed_2
65535, 169096, 19337.2, 21706.3, 46, 20595.6, 23630.1, 140503, 500, 67119, skewed_2
65535, 169096, 19337.2, 21706.3, 17648, 19492.5, 21753.7, 7895, 1525, 142479, skewed_2
65535, 169096, 19337.2, 21706.3, 240934, 19336.5, 21696.3, 9277, 10497, 1218615, skewed_1
65535, 169096, 19337.2, 21706.3, 3018, 19249.9, 21904.1, 6386, 1140, 85802, skewed_2
65535, 169096, 19337.2, 21706.3, 898, 18996.5, 21566.9, 7065, 595, 75635, skewed_2
65535, 169096, 19337.2, 21706.3, 2665, 19475.2, 21946.2, 7263, 1004, 83881, skewed_2
65535, 169096, 19337.2, 21706.3, 169096, 19337.2, 21706.3, 7964, 7456, 633751, skewed_2
65535, 169096, 19337.2, 21706.3, 20745, 19371.4, 21774.3, 8773, 1280, 162853, skewed_2
65535, 169096, 19337.2, 21706.3, 51, 19446.5, 22337.2, 133360, 439, 68955, skewed_2
65535, 169096, 19337.2, 21706.3, 5520, 19426, 21763.8, 7279, 1033, 91990, skewed_2
65535, 169096, 19337.2, 21706.3, 140605, 19327.8, 21687.7, 11688, 6477, 996928, skewed_2
65535, 169096, 19337.2, 21706.3, 2628, 20020.4, 22096.8, 7642, 1095, 84134, skewed_2
65535, 169096, 19337.2, 21706.3, 250780, 19328.8, 21691.7, 8209, 11133, 1230483, skewed_1
65535, 169096, 19337.2, 21706.3, 301987, 19329, 21683.5, 9818, 12918, 1626201, skewed_1
65535, 169096, 19337.2, 21706.3, 312765, 19327.4, 21681.3, 9687, 13748, 1636664, skewed_1
65535, 169096, 19337.2, 21706.3, 409, 18891.1, 21607.2, 7694, 461, 74216, skewed_2
65535, 169096, 19337.2, 21706.3, 10629, 19411.2, 21636, 8020, 1328, 120132, skewed_2
65535, 169096, 19337.2, 21706.3, 3376, 19271.5, 21617.6, 6959, 961, 86983, skewed_2
65535, 169096, 19337.2, 21706.3, 1969, 19674, 21998.6, 6815, 947, 80744, skewed_2
65535, 169096, 19337.2, 21706.3, 1422, 18971.7, 21332.3, 11363, 613, 78482, skewed_2
65535, 169096, 19337.2, 21706.3, 898, 18996.5, 21566.9, 6820, 519, 75577, skewed_2
65535, 169096, 19337.2, 21706.3, 312765, 19327.4, 21681.3, 9326, 13780, 1635933, skewed_1
