range,n1,average1,std1,n2,average2,std2,skewed_1,skewed_2,non_skewed,vector,fastest_algo
65534,10443,16808.9,21161.9,65746,16751.1,21147.2,6359,4442,38618,2101,vector
65534,10443,16808.9,21161.9,255,16769.4,21213.7,347,661,820,184,vector
65534,10443,16808.9,21161.9,249,15939.6,20803.3,295,396,360,204,vector
65534,10443,16808.9,21161.9,31577,16453.5,20863.5,5396,3619,21338,1874,vector
65534,10443,16808.9,21161.9,197564,16629.1,21001.3,10647,6760,33078,2817,vector
65534,10443,16808.9,21161.9,459,16771.6,21221,469,545,586,162,vector
65535,10443,16808.9,21161.9,1749744,16655.9,21067.6,16960,29475,143418,10093,vector
65534,10443,16808.9,21161.9,7747,16634.6,21170.1,3421,2558,6557,1446,vector
65534,10443,16808.9,21161.9,73888,16762,21264.8,5857,7215,43024,2073,vector
65534,10443,16808.9,21161.9,47373,16777.6,21172.9,4634,5115,18693,1959,vector
65535,10443,16808.9,21161.9,1434753,16577.3,21012.1,17227,30256,87262,10328,vector
65535,10443,16808.9,21161.9,92535,16663.5,21065.6,7911,4561,20927,2225,vector
65534,10443,16808.9,21161.9,4876,17785.5,20945.4,3117,2701,4210,2068,vector
65534,10443,16808.9,21161.9,29803,16721.3,21094.2,4786,4868,18112,1896,vector
65535,10443,16808.9,21161.9,133473,16616.3,21076.2,8499,5331,26553,2408,vector
65535,10443,16808.9,21161.9,446607,16652.2,21123.9,11534,9448,28274,3739,vector
65534,10443,16808.9,21161.9,146,17242.5,21751.9,240,419,367,1508,skewed_1
65534,10443,16808.9,21161.9,10443,16808.9,21161.9,11966,11919,9610,2177,vector
65534,10443,16808.9,21161.9,73888,16762,21264.8,5915,6530,43029,2095,vector
65534,10443,16808.9,21161.9,172,16241.4,20725.8,487,415,332,162,vector
65534,10443,16808.9,21161.9,2245,17115,21249.5,1266,996,2008,532,vector
65534,10443,16808.9,21161.9,103115,16633.6,21010.5,8160,4863,52196,2310,vector
65534,10443,16808.9,21161.9,6982,16532.3,21109.1,2104,5338,4881,1878,vector
65534,10443,16808.9,21161.9,19699,16595.7,21151.9,3268,2763,12749,1924,vector
65534,10443,16808.9,21161.9,4186,16717,20868.1,1658,1609,4728,1571,vector
65534,10443,16808.9,21161.9,4028,27492.2,27488.7,748,46,2223,725,skewed_2
65534,10443,16808.9,21161.9,226,17309.6,21519.2,339,383,438,184,vector
65534,10443,16808.9,21161.9,233,16972.6,20952.4,424,432,318,192,vector
65534,10443,16808.9,21161.9,9934,13142.5,13167.3,494,5207,4820,1563,skewed_1
65534,10443,16808.9,21161.9,278,16119.2,20537,427,331,383,191,vector
65534,10443,16808.9,21161.9,11844,16628.1,21155.6,2989,3177,9227,1802,vector
65535,10443,16808.9,21161.9,17083,16625.2,21188.3,3467,5148,14356,2878,vector
65534,10443,16808.9,21161.9,29794,16517.7,20978,4284,3664,16929,1878,vector
65535,10443,16808.9,21161.9,530445,16886.4,21253.8,6880,5112,142716,2541,vector
65534,10443,16808.9,21161.9,55919,16789.3,21222.2,5514,4190,20551,2063,vector
65535,10443,16808.9,21161.9,203042,16553.7,21025.7,9092,6287,40767,2747,vector
65534,10443,16808.9,21161.9,3394,19531.3,22374.8,1871,1816,3167,1692,vector
65534,10443,16808.9,21161.9,42800,16567.8,21074.9,8097,3855,23453,1951,vector
65535,10443,16808.9,21161.9,530445,16886.4,21253.8,6913,4855,143488,2474,vector
65534,10443,16808.9,21161.9,14588,17150.3,20380.9,4276,8429,9700,1933,vector
65534,10443,16808.9,21161.9,451,17048,21430.6,525,578,572,164,vector
65534,10443,16808.9,21161.9,29803,16721.3,21094.2,4495,4961,17754,1930,vector
65534,10443,16808.9,21161.9,55919,16789.3,21222.2,5538,3941,20262,2029,vector
65534,10443,16808.9,21161.9,88039,16640.4,21065.3,7114,4817,39308,2296,vector
65535,10443,16808.9,21161.9,1434753,16577.3,21012.1,17210,30370,88304,10304,vector
65534,10443,16808.9,21161.9,278,17093.7,21678.7,367,489,492,267,vector
65535,10443,16808.9,21161.9,96613,16755.1,21130.1,8554,4848,46026,2289,vector
65534,10443,16808.9,21161.9,246,16996.9,21074.6,387,483,444,182,vector
65534,10443,16808.9,21161.9,39873,16656.6,21057,5425,3885,22516,1969,vector
65534,10443,16808.9,21161.9,8178,16635.4,21038.6,3208,2601,6352,1854,vector
65534,10443,16808.9,21161.9,25578,16662.7,21009.7,4234,3533,14727,1889,vector
65534,10443,16808.9,21161.9,703,16302,20772.4,529,574,649,219,vector
65534,10443,16808.9,21161.9,197564,16629.1,21001.3,10751,6425,33101,2912,vector
65535,10443,16808.9,21161.9,530445,16886.4,21253.8,7132,4867,141490,2463,vector
65534,10443,16808.9,21161.9,175,17951.1,21771.2,306,469,333,278,vector
65534,10443,16808.9,21161.9,4898,16903.4,21166,2410,1860,4286,1689,vector
65535,10443,16808.9,21161.9,190424,16533.4,20966,9610,6310,91169,2865,vector
65535,10443,16808.9,21161.9,1443329,16707.1,21108.2,16271,24133,74375,8415,vector
65534,10443,16808.9,21161.9,11040,16500.9,20916,2831,6220,8385,1843,vector
65534,10443,16808.9,21161.9,130,16943.1,21245.4,303,370,301,135,vector
65534,10443,16808.9,21161.9,445,16921.6,21310.2,377,594,498,168,vector
65534,10443,16808.9,21161.9,2078,16733.6,21468.5,1007,1767,2284,1600,skewed_1
65534,10443,16808.9,21161.9,28456,17700.6,21532.7,3661,17224,15596,1852,vector
65534,10443,16808.9,21161.9,36099,16448.5,20986.7,5687,3933,24650,2028,vector
65534,10443,16808.9,21161.9,68734,16603.9,21077.1,5861,4133,20177,2071,vector
65534,10443,16808.9,21161.9,162,17178.5,21446.8,308,450,325,226,vector
65535,10443,16808.9,21161.9,97017,16618.4,20917.2,23113,5107,64963,2338,vector
65534,10443,16808.9,21161.9,73888,16762,21264.8,5721,7459,43899,2018,vector
65534,10443,16808.9,21161.9,445,16546.3,20997.4,1478,513,827,202,vector
65534,10443,16808.9,21161.9,91,14970.1,19824.2,220,252,279,219,vector
65534,10443,16808.9,21161.9,8880,17154.2,17178.1,662,4457,4345,1395,skewed_1
65534,10443,16808.9,21161.9,112507,16517.8,20958.6,7198,4850,20580,2298,vector
65534,10443,16808.9,21161.9,6542,14580,14586.4,785,4090,3206,1092,skewed_1
65534,10443,16808.9,21161.9,1198,18908.2,23072.1,475,849,1537,1769,skewed_1
65534,10443,16808.9,21161.9,10443,16808.9,21161.9,11984,11926,9667,2155,vector
65534,10443,16808.9,21161.9,738,16811,21334.4,526,459,1167,1555,skewed_2
65534,10443,16808.9,21161.9,308,17528.4,21442.4,393,266,338,1428,skewed_2
65534,10443,16808.9,21161.9,48446,16667.3,21014.5,5324,4024,11224,1974,vector
65534,10443,16808.9,21161.9,10038,16514.5,16534.1,523,5132,4869,1623,skewed_1
65534,10443,16808.9,21161.9,11568,16545.6,21039.9,2750,5741,8044,2112,vector
65534,10443,16808.9,21161.9,46454,16625.6,21090.5,5045,3592,26233,1945,vector
65534,10443,16808.9,21161.9,42115,16639.5,21084.9,4845,3834,22953,1957,vector
65534,10443,16808.9,21161.9,103,14159.9,19406.1,261,267,686,1008,skewed_1
65534,10443,16808.9,21161.9,89,14953.2,20220.8,319,37,219,135,skewed_2
65534,10443,16808.9,21161.9,863,16965.1,21318.4,555,687,1296,285,vector
65534,10443,16808.9,21161.9,7560,19842.2,19854.6,605,3997,3758,1198,skewed_1
65534,10443,16808.9,21161.9,7964,17171.7,20027.5,3240,2713,5451,2349,vector
65534,10443,16808.9,21161.9,27360,16477.9,20918.7,4905,3469,16717,1932,vector
65534,10443,16808.9,21161.9,32,12999.2,18763,340,215,187,109,vector
65534,10443,16808.9,21161.9,29794,16517.7,20978,4221,3499,17197,1945,vector
65534,10443,16808.9,21161.9,2014,17821.9,21435.7,865,2076,1893,1921,skewed_1
65534,10443,16808.9,21161.9,4082,14780,14773.7,535,2019,2024,688,skewed_1
65534,10443,16808.9,21161.9,30356,16704.2,21035.6,5216,3763,17150,2001,vector
65534,10443,16808.9,21161.9,1997,16604.8,21082.1,893,2003,1607,475,vector
65535,10443,16808.9,21161.9,1434753,16577.3,21012.1,17225,30585,87226,10391,vector
65534,10443,16808.9,21161.9,197564,16629.1,21001.3,10481,6612,33066,2869,vector
65534,10443,16808.9,21161.9,5898,16377.6,20754.4,2215,4580,4885,1831,vector
65534,10443,16808.9,21161.9,282,17216.3,21381.2,418,429,358,1537,non_skewed
65534,10443,16808.9,21161.9,2626,15129.6,18655.6,1228,2199,2675,1841,skewed_1
65534,10443,16808.9,21161.9,11863,16679.5,21171.2,2651,4304,11744,1714,vector
65534,10443,16808.9,21161.9,7268,23587.8,23591,387,54,3716,1209,skewed_2
65534,10443,16808.9,21161.9,5070,16450.3,20877.2,1791,1977,4136,1613,vector
65535,10443,16808.9,21161.9,630099,16675.9,21113,14315,12528,38955,4671,vector
65535,10443,16808.9,21161.9,1749744,16655.9,21067.6,15926,29420,141530,10082,vector
65534,10443,16808.9,21161.9,42800,16567.8,21074.9,5440,4026,23699,1961,vector
65535,10443,16808.9,21161.9,72576,16659.4,21079.5,6277,7176,37608,2196,vector
65534,10443,16808.9,21161.9,8272,16788.4,21049,3362,2679,6535,1684,vector
65535,10443,16808.9,21161.9,171933,16608.6,21039.3,9146,5968,86762,2712,vector
65534,10443,16808.9,21161.9,58408,16806.7,21133.7,5910,4263,30328,2099,vector
65534,10443,16808.9,21161.9,29803,16721.3,21094.2,4884,4742,16940,1914,vector
65535,10443,16808.9,21161.9,862911,16726.2,21100.6,12474,15827,99280,5828,vector
65534,10443,16808.9,21161.9,88039,16640.4,21065.3,7168,4631,38824,2262,vector
65534,10443,16808.9,21161.9,108817,16634.7,20972.8,8711,4718,53419,2376,vector
65535,10443,16808.9,21161.9,41139,16795.6,21115.6,6180,3943,23539,2017,vector
65535,10443,16808.9,21161.9,1434753,16577.3,21012.1,16929,30291,86946,10420,vector
65534,10443,16808.9,21161.9,29803,16721.3,21094.2,4694,4831,18147,1905,vector
65534,10443,16808.9,21161.9,25578,16662.7,21009.7,4161,3481,15194,1899,vector
65535,10443,16808.9,21161.9,38884,16590.7,20989.4,5943,4116,21153,2010,vector
65534,10443,16808.9,21161.9,196,16946.3,21069.8,307,459,335,207,vector
65534,10443,16808.9,21161.9,180,19640.6,22776.7,243,516,360,1503,skewed_1
65534,10443,16808.9,21161.9,7280,16167.7,20900.9,2335,3965,5868,1688,vector
65535,10443,16808.9,21161.9,499585,16626.2,21049.8,12623,11279,51836,4200,vector
65534,10443,16808.9,21161.9,444,16682.3,21069.3,475,452,481,280,vector
65534,10443,16808.9,21161.9,413,15984.2,20559.2,627,485,490,170,vector
65534,10443,16808.9,21161.9,5310,17053.8,21115.9,1714,2399,4924,1713,vector
65534,10443,16808.9,21161.9,16014,16133.7,20629.2,3900,2945,10656,1798,vector
65534,10443,16808.9,21161.9,6982,16532.3,21109.1,2037,5138,4851,1854,vector
65534,10443,16808.9,21161.9,7964,17171.7,20027.5,3364,2809,6472,2390,vector
65535,10443,16808.9,21161.9,131331,16661.7,21053.2,8221,5132,67675,2532,vector
65534,10443,16808.9,21161.9,73888,16762,21264.8,5997,6697,43691,2028,vector
65534,10443,16808.9,21161.9,1808,16738.9,20964.3,989,904,1788,1557,skewed_2
65534,10443,16808.9,21161.9,147,16844.6,20629.8,207,150,266,210,skewed_2
65534,10443,16808.9,21161.9,50,16025.7,20311,268,289,241,1436,non_skewed
65534,10443,16808.9,21161.9,47373,16777.6,21172.9,4515,5333,18795,1942,vector
65535,10443,16808.9,21161.9,1434753,16577.3,21012.1,16022,30720,88214,10343,vector
65534,10443,16808.9,21161.9,12983,16316.4,20978.8,2473,6480,8099,2333,vector
65534,10443,16808.9,21161.9,3622,17637.5,22304.5,1028,1341,2997,1685,skewed_1
65535,10443,16808.9,21161.9,136093,16558.2,21040.3,7908,5346,25631,2455,vector
65534,10443,16808.9,21161.9,6292,12727.8,12736,419,3190,3169,1074,skewed_1
65534,10443,16808.9,21161.9,258,16479.7,21051.5,260,561,809,193,vector
65534,10443,16808.9,21161.9,46454,16625.6,21090.5,4698,3770,24793,1971,vector
65534,10443,16808.9,21161.9,36587,16791.1,21268,4161,3448,8563,1864,vector
65534,10443,16808.9,21161.9,15771,16485.1,20844.7,3439,3804,10204,1844,vector
65534,10443,16808.9,21161.9,4,18412.8,29049.3,269,55,157,245,skewed_2
65534,10443,16808.9,21161.9,428,17726.3,21761.8,504,658,661,1606,skewed_1
65534,10443,16808.9,21161.9,278,16457.8,20762.6,302,532,402,188,vector
65534,10443,16808.9,21161.9,51320,16586.9,21018.5,6365,4213,29445,2064,vector
65535,10443,16808.9,21161.9,203042,16553.7,21025.7,9174,6194,41622,2719,vector
65534,10443,16808.9,21161.9,103115,16633.6,21010.5,8422,4609,51059,2321,vector
65534,10443,16808.9,21161.9,108817,16634.7,20972.8,8153,4779,54584,2378,vector
65535,10443,16808.9,21161.9,81094,16647.5,20996,8324,4519,37954,2170,vector
65535,10443,16808.9,21161.9,50107,16606.1,21016.9,5283,4183,26597,2058,vector
65534,10443,16808.9,21161.9,167,16219,20646,257,283,328,288,skewed_1
65534,10443,16808.9,21161.9,687,16702,21160.9,455,555,669,211,vector
65534,10443,16808.9,21161.9,21962,16723.7,21049.4,4150,4535,17588,1851,vector
65535,10443,16808.9,21161.9,186314,16654.8,21062.5,9297,6233,61440,2708,vector
65534,10443,16808.9,21161.9,20182,16794.2,21204.8,4071,7585,12270,1852,vector
65535,10443,16808.9,21161.9,188809,16531.8,20963,9350,6414,92892,2930,vector
65534,10443,16808.9,21161.9,1625,14074.9,19068.3,341,810,1602,387,skewed_1
65535,10443,16808.9,21161.9,186314,16654.8,21062.5,9156,6144,62008,2698,vector
65534,10443,16808.9,21161.9,423,16506.3,21047.6,414,477,559,200,vector
65534,10443,16808.9,21161.9,73,16169.6,20417.9,322,170,244,205,skewed_2
65534,10443,16808.9,21161.9,65746,16751.1,21147.2,6412,4313,39112,2084,vector
65534,10443,16808.9,21161.9,9934,13028,13054.1,495,5022,4914,1584,skewed_1
65534,10443,16808.9,21161.9,54,19898.8,22299.8,290,223,257,224,skewed_2
65535,10443,16808.9,21161.9,150357,16647.3,21041.9,8481,5624,34483,2514,vector
65535,10443,16808.9,21161.9,46372,16640.6,21115.4,5237,3929,25753,2014,vector
65535,10443,16808.9,21161.9,348832,16618.9,21077.4,10916,9112,53599,3483,vector
65534,10443,16808.9,21161.9,3622,17637.5,22304.5,971,1258,2990,1664,skewed_1
65535,10443,16808.9,21161.9,530445,16886.4,21253.8,6486,4886,141500,2484,vector
65534,73888,16762,21264.8,197564,16629.1,21001.3,28802,19092,87554,16542,vector
65534,73888,16762,21264.8,13256,16425.4,20910.7,7098,6122,11971,11786,skewed_2
65534,73888,16762,21264.8,251,16618.1,21151.1,979,392,742,429,skewed_2
65534,73888,16762,21264.8,423,16452.1,21014.8,1088,847,905,282,vector
65534,73888,16762,21264.8,5310,17053.8,21115.9,2552,3688,5819,1970,vector
65534,73888,16762,21264.8,1561,17449,21502.8,1414,1765,3045,617,vector
65534,73888,16762,21264.8,7747,16634.6,21170.1,5770,4766,8047,1649,vector
65534,73888,16762,21264.8,3428,16929.1,21398.3,2169,3071,4637,1682,vector
65534,73888,16762,21264.8,2139,15643.7,20574.5,1439,2237,4003,631,vector
65535,73888,16762,21264.8,255502,16705,21163.2,60346,19339,61139,14947,vector
65534,73888,16762,21264.8,389,16721.8,21048.1,1099,611,858,280,vector
65534,73888,16762,21264.8,1665,16242.8,20699.8,1513,1684,1980,564,vector
65534,73888,16762,21264.8,47422,16671.2,21111.9,14887,12961,34015,11998,vector
65534,73888,16762,21264.8,434,16740,21412.9,1111,1191,2253,511,vector
65535,73888,16762,21264.8,203042,16553.7,21025.7,24266,18387,78582,21713,skewed_2
65534,73888,16762,21264.8,29794,16517.7,20978,9894,8423,20818,14864,skewed_2
65534,73888,16762,21264.8,16650,16349.9,20855,7701,6310,13483,10331,skewed_2
65534,73888,16762,21264.8,16650,16349.9,20855,7180,4811,12888,10250,skewed_2
65534,73888,16762,21264.8,197564,16629.1,21001.3,28329,18883,88770,16538,vector
65535,73888,16762,21264.8,131331,16661.7,21053.2,23245,17314,115228,21430,skewed_2
65535,73888,16762,21264.8,81094,16647.5,20996,17249,13122,79377,13542,skewed_2
65534,73888,16762,21264.8,3806,8989.5,8992.08,869,2619,2525,830,vector
65535,73888,16762,21264.8,188809,16531.8,20963,37140,17813,102311,29663,skewed_2
65534,73888,16762,21264.8,42800,16567.8,21074.9,13532,11774,52223,16667,skewed_2
65534,73888,16762,21264.8,108226,16697.2,21074,20741,16055,87962,15413,vector
65534,73888,16762,21264.8,188,16587.9,21364.4,858,678,797,489,vector
65534,73888,16762,21264.8,48446,16667.3,21014.5,12932,10729,36729,9632,vector
65534,73888,16762,21264.8,168,16403.2,20545.7,1027,408,705,382,vector
65534,73888,16762,21264.8,378,16156.3,20589.2,977,569,2121,1214,skewed_2
65535,73888,16762,21264.8,499585,16626.2,21049.8,40520,23636,111243,13960,vector
65534,73888,16762,21264.8,65746,16751.1,21147.2,16739,13972,83748,13863,vector
65534,73888,16762,21264.8,255,16769.4,21213.7,1000,677,2078,336,vector
65534,73888,16762,21264.8,249,15939.6,20803.3,961,503,737,530,skewed_2
65534,73888,16762,21264.8,31577,16453.5,20863.5,10753,9297,31304,6478,vector
65534,73888,16762,21264.8,197564,16629.1,21001.3,28201,18556,88710,16576,vector
65534,73888,16762,21264.8,459,16771.6,21221,1137,1103,980,263,vector
65535,73888,16762,21264.8,1749744,16655.9,21067.6,57031,42487,198746,20530,vector
65534,73888,16762,21264.8,7747,16634.6,21170.1,5872,4977,8544,1681,vector
65534,73888,16762,21264.8,73888,16762,21264.8,84367,87531,85954,14815,vector
65534,73888,16762,21264.8,47373,16777.6,21172.9,12508,10551,49130,8991,vector
65535,73888,16762,21264.8,1434753,16577.3,21012.1,48834,44415,131173,20892,vector
65535,73888,16762,21264.8,92535,16663.5,21065.6,19610,15845,56124,16758,skewed_2
65534,73888,16762,21264.8,4876,17785.5,20945.4,4978,5256,7246,2371,vector
65534,73888,16762,21264.8,29803,16721.3,21094.2,8669,9295,22428,6228,vector
65535,73888,16762,21264.8,133473,16616.3,21076.2,22137,17100,63661,23151,skewed_2
65535,73888,16762,21264.8,446607,16652.2,21123.9,62595,21141,70366,72522,skewed_2
65534,73888,16762,21264.8,146,17242.5,21751.9,900,647,795,1160,skewed_2
65534,73888,16762,21264.8,10443,16808.9,21161.9,6587,5743,30912,2161,vector
65534,73888,16762,21264.8,73888,16762,21264.8,84283,84247,67471,14794,vector
65534,73888,16762,21264.8,172,16241.4,20725.8,1178,492,711,390,vector
65534,73888,16762,21264.8,2245,17115,21249.5,1938,1697,3816,729,vector
65534,73888,16762,21264.8,103115,16633.6,21010.5,20213,15932,62479,17412,skewed_2
65534,73888,16762,21264.8,6982,16532.3,21109.1,5428,4208,7429,2428,vector
65534,73888,16762,21264.8,19699,16595.7,21151.9,8200,6834,15715,3791,vector
65534,73888,16762,21264.8,4186,16717,20868.1,4909,2806,7929,10443,skewed_2
65534,73888,16762,21264.8,4028,27492.2,27488.7,1252,2590,2621,979,vector
65534,73888,16762,21264.8,226,17309.6,21519.2,963,343,2045,452,skewed_2
65534,73888,16762,21264.8,233,16972.6,20952.4,1003,413,700,538,skewed_2
65534,73888,16762,21264.8,9934,13142.5,13167.3,722,5501,5649,1713,skewed_1
65534,73888,16762,21264.8,278,16119.2,20537,1034,653,784,361,vector
65534,73888,16762,21264.8,11844,16628.1,21155.6,4333,6477,11450,10367,skewed_1
65535,73888,16762,21264.8,17083,16625.2,21188.3,5445,7553,20707,3319,vector
65534,73888,16762,21264.8,29794,16517.7,20978,9685,8178,21225,14822,skewed_2
65535,73888,16762,21264.8,530445,16886.4,21253.8,16647,11983,194207,82907,skewed_2
65534,73888,16762,21264.8,55919,16789.3,21222.2,16606,13957,52479,10110,vector
65535,73888,16762,21264.8,203042,16553.7,21025.7,24574,18002,79074,21458,skewed_2
65534,73888,16762,21264.8,3394,19531.3,22374.8,6258,3556,5661,10564,skewed_2
65534,73888,16762,21264.8,42800,16567.8,21074.9,13749,11897,51904,16668,skewed_2
65535,73888,16762,21264.8,530445,16886.4,21253.8,17220,11968,195726,81768,skewed_2
65534,73888,16762,21264.8,14588,17150.3,20380.9,7233,12280,14141,3901,vector
65534,73888,16762,21264.8,451,17048,21430.6,1074,914,2147,287,vector
65534,73888,16762,21264.8,29803,16721.3,21094.2,8730,9388,22488,6189,vector
65534,73888,16762,21264.8,55919,16789.3,21222.2,16380,14376,52006,10099,vector
65534,73888,16762,21264.8,88039,16640.4,21065.3,17584,13818,94592,15479,skewed_2
65535,73888,16762,21264.8,1434753,16577.3,21012.1,49809,43167,126013,20848,vector
65534,73888,16762,21264.8,278,17093.7,21678.7,926,609,862,485,vector
65535,73888,16762,21264.8,96613,16755.1,21130.1,21315,16479,126289,17082,skewed_2
65534,73888,16762,21264.8,246,16996.9,21074.6,748,875,818,399,vector
65534,73888,16762,21264.8,39873,16656.6,21057,13334,11385,28979,7109,vector
65534,73888,16762,21264.8,8178,16635.4,21038.6,6017,4724,7984,2587,vector
65534,73888,16762,21264.8,25578,16662.7,21009.7,10299,8753,19532,5466,vector
65534,73888,16762,21264.8,703,16302,20772.4,1131,899,1039,389,vector
65534,73888,16762,21264.8,197564,16629.1,21001.3,28472,18721,88323,16514,vector
65535,73888,16762,21264.8,530445,16886.4,21253.8,17520,12199,193647,85828,skewed_2
65534,73888,16762,21264.8,175,17951.1,21771.2,681,356,744,1093,skewed_2
65534,73888,16762,21264.8,4898,16903.4,21166,4831,3637,7312,1961,vector
65535,73888,16762,21264.8,190424,16533.4,20966,24484,17595,103345,14774,vector
65535,73888,16762,21264.8,1443329,16707.1,21108.2,45861,36240,113507,228469,skewed_2
65534,73888,16762,21264.8,11040,16500.9,20916,3767,6507,10426,11610,skewed_1
65534,73888,16762,21264.8,130,16943.1,21245.4,987,394,648,380,vector
65534,73888,16762,21264.8,445,16921.6,21310.2,1158,750,881,269,vector
65534,73888,16762,21264.8,2078,16733.6,21468.5,1696,1997,3435,1451,vector
65534,73888,16762,21264.8,28456,17700.6,21532.7,6090,6881,21407,5652,vector
65534,73888,16762,21264.8,36099,16448.5,20986.7,11604,9493,48362,6617,vector
65534,73888,16762,21264.8,68734,16603.9,21077.1,16466,14044,51884,15920,skewed_2
65534,73888,16762,21264.8,162,17178.5,21446.8,1133,416,718,373,vector
65535,73888,16762,21264.8,97017,16618.4,20917.2,18381,14070,71741,16620,skewed_2
65534,73888,16762,21264.8,73888,16762,21264.8,84559,84222,67460,14834,vector
65534,73888,16762,21264.8,445,16546.3,20997.4,3635,681,2128,296,vector
65534,73888,16762,21264.8,91,14970.1,19824.2,829,295,687,677,skewed_2
65534,73888,16762,21264.8,8880,17154.2,17178.1,899,5351,5072,1616,skewed_1
65534,73888,16762,21264.8,112507,16517.8,20958.6,19151,14651,67466,20130,skewed_2
65534,73888,16762,21264.8,6542,14580,14586.4,906,4059,3763,1213,skewed_1
65534,73888,16762,21264.8,1198,18908.2,23072.1,955,2132,3368,10372,skewed_1
65534,73888,16762,21264.8,10443,16808.9,21161.9,6623,5524,30655,2164,vector
65534,73888,16762,21264.8,738,16811,21334.4,1092,1073,2309,1226,skewed_2
65534,73888,16762,21264.8,308,17528.4,21442.4,1187,442,742,1062,skewed_2
65534,73888,16762,21264.8,48446,16667.3,21014.5,12802,10486,37084,9861,vector
65534,73888,16762,21264.8,10038,16514.5,16534.1,829,6459,6540,1832,skewed_1
65534,73888,16762,21264.8,11568,16545.6,21039.9,3971,5105,10128,3111,vector
65534,73888,16762,21264.8,46454,16625.6,21090.5,10604,11461,33112,16153,skewed_1
65534,73888,16762,21264.8,42115,16639.5,21084.9,11278,9419,28107,7404,vector
65534,73888,16762,21264.8,103,14159.9,19406.1,688,274,1891,3542,skewed_2
65534,73888,16762,21264.8,89,14953.2,20220.8,1113,221,578,433,skewed_2
65534,73888,16762,21264.8,863,16965.1,21318.4,1232,1382,2517,515,vector
65534,73888,16762,21264.8,7560,19842.2,19854.6,1044,5155,4712,1492,skewed_1
65534,73888,16762,21264.8,7964,17171.7,20027.5,6092,6332,9407,3035,vector
65534,73888,16762,21264.8,27360,16477.9,20918.7,9115,7334,19753,10829,skewed_2
65534,73888,16762,21264.8,32,12999.2,18763,986,253,541,308,skewed_2
65534,73888,16762,21264.8,29794,16517.7,20978,9837,8216,21065,14871,skewed_2
65534,73888,16762,21264.8,2014,17821.9,21435.7,1621,3744,3019,961,vector
65534,73888,16762,21264.8,4082,14780,14773.7,942,2300,2368,835,vector
65534,73888,16762,21264.8,30356,16704.2,21035.6,11063,9047,22589,6400,vector
65534,73888,16762,21264.8,1997,16604.8,21082.1,1575,1690,3285,661,vector
65535,73888,16762,21264.8,1434753,16577.3,21012.1,48151,42776,127730,20916,vector
65534,73888,16762,21264.8,197564,16629.1,21001.3,28680,19147,87613,16521,vector
65534,73888,16762,21264.8,5898,16377.6,20754.4,2959,5530,6901,1404,vector
65534,73888,16762,21264.8,282,17216.3,21381.2,3591,536,1963,1179,skewed_2
65534,73888,16762,21264.8,2626,15129.6,18655.6,1734,4462,5869,1307,vector
65534,73888,16762,21264.8,11863,16679.5,21171.2,4026,6503,33228,2335,vector
65534,73888,16762,21264.8,7268,23587.8,23591,1059,4708,4752,1455,skewed_1
65534,73888,16762,21264.8,5070,16450.3,20877.2,2480,3858,6083,1239,vector
65535,73888,16762,21264.8,630099,16675.9,21113,36796,24137,79508,100580,skewed_2
65535,73888,16762,21264.8,1749744,16655.9,21067.6,54392,42638,199428,20067,vector
65534,73888,16762,21264.8,42800,16567.8,21074.9,13833,11773,52247,16518,skewed_2
65535,73888,16762,21264.8,72576,16659.4,21079.5,17587,15048,47837,12691,vector
65534,73888,16762,21264.8,8272,16788.4,21049,6176,5041,8492,2573,vector
65535,73888,16762,21264.8,171933,16608.6,21039.3,21435,15726,169356,27814,skewed_2
65534,73888,16762,21264.8,58408,16806.7,21133.7,15010,12222,37361,17231,skewed_2
65534,73888,16762,21264.8,29803,16721.3,21094.2,8904,9544,33298,6265,vector
65535,73888,16762,21264.8,862911,16726.2,21100.6,41544,28657,160016,28866,skewed_2
65534,73888,16762,21264.8,88039,16640.4,21065.3,18274,13540,93026,15524,skewed_2
65534,73888,16762,21264.8,108817,16634.7,20972.8,19332,14863,62917,18156,skewed_2
65535,73888,16762,21264.8,41139,16795.6,21115.6,13270,10993,30354,8074,vector
65535,73888,16762,21264.8,1434753,16577.3,21012.1,49032,42118,126824,20430,vector
65534,73888,16762,21264.8,29803,16721.3,21094.2,8983,9583,23190,6199,vector
65534,73888,16762,21264.8,25578,16662.7,21009.7,10192,8966,19657,5430,vector
65535,73888,16762,21264.8,38884,16590.7,20989.4,13850,11256,28435,7776,vector
65534,73888,16762,21264.8,196,16946.3,21069.8,1083,795,735,479,vector
65534,73888,16762,21264.8,180,19640.6,22776.7,792,676,781,1120,skewed_2
65534,73888,16762,21264.8,7280,16167.7,20900.9,3332,5088,7925,2368,vector
65535,73888,16762,21264.8,499585,16626.2,21049.8,40795,23414,111652,13894,vector
65534,73888,16762,21264.8,444,16682.3,21069.3,1329,709,876,525,vector
65534,73888,16762,21264.8,413,15984.2,20559.2,1675,663,991,239,vector
65534,73888,16762,21264.8,5310,17053.8,21115.9,2629,3828,6576,1944,vector
65534,73888,16762,21264.8,16014,16133.7,20629.2,7337,5947,12666,10742,skewed_2
65534,73888,16762,21264.8,6982,16532.3,21109.1,5511,4021,6922,2347,vector
65534,73888,16762,21264.8,7964,17171.7,20027.5,6045,6296,10344,2907,vector
