range,n1,average1,std1,n2,average2,std2,skewed_1,skewed_2,non_skewed,vector,fastest_algo
65534,112507,16517.8,20958.6,197564,16629.1,21001.3,42107,30322,106982,18601,vector
65534,112507,16517.8,20958.6,459,16771.6,21221,1872,890,1337,384,vector
65535,112507,16517.8,20958.6,1749744,16655.9,21067.6,65119,52361,206203,26409,vector
65534,112507,16517.8,20958.6,7747,16634.6,21170.1,3957,6518,11333,1894,vector
65534,112507,16517.8,20958.6,73888,16762,21264.8,15150,18631,66226,17735,skewed_1
65534,112507,16517.8,20958.6,47373,16777.6,21172.9,11089,16731,72941,8561,vector
65535,112507,16517.8,20958.6,1434753,16577.3,21012.1,69398,53182,157934,26490,vector
65535,112507,16517.8,20958.6,92535,16663.5,21065.6,23993,29794,89635,15870,vector
65534,112507,16517.8,20958.6,4876,17785.5,20945.4,7066,8797,8206,1900,vector
65534,112507,16517.8,20958.6,29803,16721.3,21094.2,10550,14217,27629,5753,vector
65535,112507,16517.8,20958.6,133473,16616.3,21076.2,26423,30556,93564,23627,vector
65535,112507,16517.8,20958.6,446607,16652.2,21123.9,52013,34371,98706,76894,skewed_2
65534,112507,16517.8,20958.6,146,17242.5,21751.9,1373,643,1195,655,skewed_2
65534,112507,16517.8,20958.6,10443,16808.9,21161.9,4816,7367,17569,2371,vector
65534,112507,16517.8,20958.6,73888,16762,21264.8,14625,18444,66344,17729,skewed_1
65534,112507,16517.8,20958.6,172,16241.4,20725.8,1847,521,1119,598,skewed_2
65534,112507,16517.8,20958.6,2245,17115,21249.5,3533,2492,3227,894,vector
65534,112507,16517.8,20958.6,103115,16633.6,21010.5,25065,28728,72427,17490,vector
65534,112507,16517.8,20958.6,6982,16532.3,21109.1,3967,4963,6140,1849,vector
65534,112507,16517.8,20958.6,19699,16595.7,21151.9,7159,9269,19971,3902,vector
65534,112507,16517.8,20958.6,4186,16717,20868.1,3248,3481,7888,15290,skewed_1
65534,112507,16517.8,20958.6,4028,27492.2,27488.7,1829,72,4194,1231,skewed_2
65534,112507,16517.8,20958.6,226,17309.6,21519.2,1658,587,1201,616,skewed_2
65534,112507,16517.8,20958.6,233,16972.6,20952.4,1678,281,1064,862,skewed_2
65534,112507,16517.8,20958.6,9934,13142.5,13167.3,1123,7600,7086,2030,skewed_1
65534,112507,16517.8,20958.6,278,16119.2,20537,1710,418,1177,563,skewed_2
65534,112507,16517.8,20958.6,11844,16628.1,21155.6,5222,7971,10957,15620,skewed_1
65535,112507,16517.8,20958.6,17083,16625.2,21188.3,7254,10822,18226,3483,vector
65534,112507,16517.8,20958.6,29794,16517.7,20978,16271,11864,25999,16823,skewed_2
65535,112507,16517.8,20958.6,530445,16886.4,21253.8,23647,20449,245901,17520,vector
65534,112507,16517.8,20958.6,55919,16789.3,21222.2,12969,16783,91901,9895,vector
65535,112507,16517.8,20958.6,203042,16553.7,21025.7,36202,37619,166224,22324,vector
65534,112507,16517.8,20958.6,3394,19531.3,22374.8,12001,5208,8873,15415,skewed_2
65534,112507,16517.8,20958.6,42800,16567.8,21074.9,20744,15833,66166,20583,skewed_2
65535,112507,16517.8,20958.6,530445,16886.4,21253.8,23233,20205,245513,17612,vector
65534,112507,16517.8,20958.6,14588,17150.3,20380.9,8908,18580,14997,3442,vector
65534,112507,16517.8,20958.6,451,17048,21430.6,1876,832,1261,391,vector
65534,112507,16517.8,20958.6,29803,16721.3,21094.2,10787,14219,27670,5623,vector
65534,112507,16517.8,20958.6,55919,16789.3,21222.2,13274,16549,111285,9922,vector
65534,112507,16517.8,20958.6,88039,16640.4,21065.3,22355,33141,105193,17466,vector
65535,112507,16517.8,20958.6,1434753,16577.3,21012.1,69640,53429,154457,26634,vector
65534,112507,16517.8,20958.6,278,17093.7,21678.7,1319,615,1250,754,skewed_2
65535,112507,16517.8,20958.6,96613,16755.1,21130.1,25003,24904,116754,16408,vector
65534,112507,16517.8,20958.6,246,16996.9,21074.6,1170,893,1197,605,vector
65534,112507,16517.8,20958.6,39873,16656.6,21057,12914,22519,33392,7406,vector
65534,112507,16517.8,20958.6,8178,16635.4,21038.6,11109,6923,11451,16564,skewed_2
65534,112507,16517.8,20958.6,25578,16662.7,21009.7,9072,23037,20020,4954,vector
65534,112507,16517.8,20958.6,703,16302,20772.4,1926,863,1803,505,vector
65534,112507,16517.8,20958.6,197564,16629.1,21001.3,42957,30388,107954,18715,vector
65535,112507,16517.8,20958.6,530445,16886.4,21253.8,23394,20227,246597,17551,vector
65534,112507,16517.8,20958.6,175,17951.1,21771.2,1126,415,1124,1819,skewed_2
65534,112507,16517.8,20958.6,4898,16903.4,21166,3101,4539,4869,1435,vector
65535,112507,16517.8,20958.6,190424,16533.4,20966,40797,29950,115794,18484,vector
65535,112507,16517.8,20958.6,1443329,16707.1,21108.2,72465,50008,146929,24606,vector
65534,112507,16517.8,20958.6,11040,16500.9,20916,4494,9657,16309,16223,skewed_1
65534,112507,16517.8,20958.6,130,16943.1,21245.4,1623,454,1007,537,skewed_2
65534,112507,16517.8,20958.6,445,16921.6,21310.2,1831,812,1279,373,vector
65534,112507,16517.8,20958.6,2078,16733.6,21468.5,2476,3079,2808,1018,vector
65534,112507,16517.8,20958.6,28456,17700.6,21532.7,7119,23778,19658,5204,vector
65534,112507,16517.8,20958.6,36099,16448.5,20986.7,11941,13517,43307,6689,vector
65534,112507,16517.8,20958.6,68734,16603.9,21077.1,15053,25622,86800,20121,skewed_1
65534,112507,16517.8,20958.6,162,17178.5,21446.8,1808,405,1068,615,skewed_2
65535,112507,16517.8,20958.6,97017,16618.4,20917.2,24959,28742,68120,16657,vector
65534,112507,16517.8,20958.6,73888,16762,21264.8,14786,18596,66412,17751,skewed_1
65534,112507,16517.8,20958.6,445,16546.3,20997.4,1918,855,1273,396,vector
65534,112507,16517.8,20958.6,91,14970.1,19824.2,1408,293,1035,1145,skewed_2
65534,112507,16517.8,20958.6,8880,17154.2,17178.1,1228,5977,5974,1829,skewed_1
65534,112507,16517.8,20958.6,112507,16517.8,20958.6,128291,128232,76986,22555,vector
65534,112507,16517.8,20958.6,6542,14580,14586.4,1268,4655,4645,1475,skewed_1
65534,112507,16517.8,20958.6,1198,18908.2,23072.1,1320,2587,6184,15391,skewed_1
65534,112507,16517.8,20958.6,10443,16808.9,21161.9,4932,7331,17575,2394,vector
65534,112507,16517.8,20958.6,738,16811,21334.4,1850,858,1502,15054,skewed_2
65534,112507,16517.8,20958.6,308,17528.4,21442.4,1852,403,1114,597,skewed_2
65534,112507,16517.8,20958.6,48446,16667.3,21014.5,22571,15267,70327,16377,skewed_2
65534,112507,16517.8,20958.6,10038,16514.5,16534.1,1294,7077,7793,2017,skewed_1
65534,112507,16517.8,20958.6,11568,16545.6,21039.9,4974,10168,13722,2587,vector
65534,112507,16517.8,20958.6,46454,16625.6,21090.5,11475,31677,34547,19464,skewed_1
65534,112507,16517.8,20958.6,42115,16639.5,21084.9,12135,15313,33295,7518,vector
65534,112507,16517.8,20958.6,103,14159.9,19406.1,1048,304,1052,1818,skewed_2
65534,112507,16517.8,20958.6,89,14953.2,20220.8,1419,37,953,690,skewed_2
65534,112507,16517.8,20958.6,863,16965.1,21318.4,1896,1340,5059,713,vector
65534,112507,16517.8,20958.6,7560,19842.2,19854.6,1440,57,5449,1645,skewed_2
65534,112507,16517.8,20958.6,7964,17171.7,20027.5,8635,9639,10857,2592,vector
65534,112507,16517.8,20958.6,27360,16477.9,20918.7,12205,11044,33876,16014,skewed_2
65534,112507,16517.8,20958.6,32,12999.2,18763,1660,313,863,481,skewed_2
65534,112507,16517.8,20958.6,29794,16517.7,20978,16167,11871,26111,16909,skewed_2
65534,112507,16517.8,20958.6,2014,17821.9,21435.7,2384,4661,5183,1231,vector
65534,112507,16517.8,20958.6,4082,14780,14773.7,1219,2984,3158,1063,vector
65534,112507,16517.8,20958.6,30356,16704.2,21035.6,17895,13435,27128,18523,skewed_2
65534,112507,16517.8,20958.6,1997,16604.8,21082.1,2305,2398,2675,881,vector
65535,112507,16517.8,20958.6,1434753,16577.3,21012.1,69191,53450,153877,26907,vector
65534,112507,16517.8,20958.6,197564,16629.1,21001.3,43127,30238,107233,18610,vector
65534,112507,16517.8,20958.6,5898,16377.6,20754.4,3597,8239,9440,1652,vector
65534,112507,16517.8,20958.6,282,17216.3,21381.2,1874,583,1151,753,skewed_2
65534,112507,16517.8,20958.6,2626,15129.6,18655.6,2915,5899,5818,1683,vector
65534,112507,16517.8,20958.6,11863,16679.5,21171.2,4687,9791,18694,2538,vector
65534,112507,16517.8,20958.6,7268,23587.8,23591,1566,69,5115,1642,skewed_2
65534,112507,16517.8,20958.6,5070,16450.3,20877.2,3002,6852,5027,1426,vector
65535,112507,16517.8,20958.6,630099,16675.9,21113,60701,37426,107724,20785,vector
65535,112507,16517.8,20958.6,1749744,16655.9,21067.6,66554,52584,205720,26359,vector
65534,112507,16517.8,20958.6,42800,16567.8,21074.9,20426,15751,66728,20491,skewed_2
65535,112507,16517.8,20958.6,72576,16659.4,21079.5,17911,39865,51665,17736,vector
65534,112507,16517.8,20958.6,8272,16788.4,21049,11377,6633,10952,2026,vector
65535,112507,16517.8,20958.6,171933,16608.6,21039.3,39625,29501,107327,27557,vector
65534,112507,16517.8,20958.6,58408,16806.7,21133.7,24760,19587,46381,17645,vector
65534,112507,16517.8,20958.6,29803,16721.3,21094.2,10723,14226,26401,5717,vector
65535,112507,16517.8,20958.6,862911,16726.2,21100.6,61378,41279,177722,37375,vector
65534,112507,16517.8,20958.6,88039,16640.4,21065.3,23729,32881,119117,17471,vector
65534,112507,16517.8,20958.6,108817,16634.7,20972.8,32754,26020,75600,17357,vector
65535,112507,16517.8,20958.6,41139,16795.6,21115.6,21498,17242,37717,7727,vector
65535,112507,16517.8,20958.6,1434753,16577.3,21012.1,69790,53090,155636,27258,vector
65534,112507,16517.8,20958.6,29803,16721.3,21094.2,10714,14519,28004,5674,vector
65534,112507,16517.8,20958.6,25578,16662.7,21009.7,9112,22891,21549,4955,vector
65535,112507,16517.8,20958.6,38884,16590.7,20989.4,13399,18995,32754,16856,skewed_1
65534,112507,16517.8,20958.6,196,16946.3,21069.8,1808,903,1133,627,vector
65534,112507,16517.8,20958.6,180,19640.6,22776.7,1304,742,1178,643,vector
65534,112507,16517.8,20958.6,7280,16167.7,20900.9,4118,7228,7410,1861,vector
65535,112507,16517.8,20958.6,499585,16626.2,21049.8,47522,35572,167047,20282,vector
65534,112507,16517.8,20958.6,444,16682.3,21069.3,1907,783,1253,794,skewed_2
65534,112507,16517.8,20958.6,413,15984.2,20559.2,2001,781,1340,348,vector
65534,112507,16517.8,20958.6,5310,17053.8,21115.9,3158,4224,9135,1479,vector
65534,112507,16517.8,20958.6,16014,16133.7,20629.2,5899,9599,16483,15773,skewed_1
65534,112507,16517.8,20958.6,6982,16532.3,21109.1,3724,4991,6244,1776,vector
65534,112507,16517.8,20958.6,7964,17171.7,20027.5,8392,9657,11168,2590,vector
65535,112507,16517.8,20958.6,131331,16661.7,21053.2,27394,31909,85418,17999,vector
65534,112507,16517.8,20958.6,73888,16762,21264.8,15037,18653,66604,17763,skewed_1
65534,112507,16517.8,20958.6,1808,16738.9,20964.3,2240,2178,2376,901,vector
65534,112507,16517.8,20958.6,147,16844.6,20629.8,1096,43,1032,832,skewed_2
65534,112507,16517.8,20958.6,50,16025.7,20311,1506,399,999,579,skewed_2
65534,112507,16517.8,20958.6,47373,16777.6,21172.9,11332,17079,72489,8590,vector
65535,112507,16517.8,20958.6,1434753,16577.3,21012.1,69509,53844,155530,26666,vector
65534,112507,16517.8,20958.6,12983,16316.4,20978.8,5155,11702,16621,2751,vector
65534,112507,16517.8,20958.6,3622,17637.5,22304.5,2502,3379,3766,15304,skewed_1
65535,112507,16517.8,20958.6,136093,16558.2,21040.3,32742,25505,85415,17854,vector
65534,112507,16517.8,20958.6,6292,12727.8,12736,1054,4891,4532,1392,skewed_1
65534,112507,16517.8,20958.6,258,16479.7,21051.5,1584,599,4723,659,skewed_2
65534,112507,16517.8,20958.6,46454,16625.6,21090.5,11578,30187,36700,19639,skewed_1
65534,112507,16517.8,20958.6,36587,16791.1,21268,18492,11056,58475,6663,vector
65534,112507,16517.8,20958.6,15771,16485.1,20844.7,6916,9806,18486,3331,vector
65534,112507,16517.8,20958.6,4,18412.8,29049.3,1700,78,845,1688,skewed_2
65534,112507,16517.8,20958.6,428,17726.3,21761.8,1904,1555,1629,806,vector
65534,112507,16517.8,20958.6,278,16457.8,20762.6,1591,694,1197,629,vector
65534,112507,16517.8,20958.6,51320,16586.9,21018.5,14864,16555,40943,16698,skewed_1
65535,112507,16517.8,20958.6,203042,16553.7,21025.7,35993,37863,166236,22772,vector
65534,112507,16517.8,20958.6,103115,16633.6,21010.5,24879,28586,71105,17514,vector
65534,112507,16517.8,20958.6,108817,16634.7,20972.8,35417,25760,76371,17086,vector
65535,112507,16517.8,20958.6,81094,16647.5,20996,22202,27187,99865,16843,vector
65535,112507,16517.8,20958.6,50107,16606.1,21016.9,22556,17130,40861,9009,vector
65534,112507,16517.8,20958.6,167,16219,20646,1651,561,1064,1699,skewed_2
65534,112507,16517.8,20958.6,687,16702,21160.9,1915,755,1401,546,vector
65534,112507,16517.8,20958.6,21962,16723.7,21049.4,8611,13842,24188,16350,skewed_1
65535,112507,16517.8,20958.6,186314,16654.8,21062.5,37210,28426,157367,20443,vector
65534,112507,16517.8,20958.6,20182,16794.2,21204.8,7827,10322,16295,4123,vector
65535,112507,16517.8,20958.6,188809,16531.8,20963,40174,29866,115703,30041,skewed_2
65534,112507,16517.8,20958.6,1625,14074.9,19068.3,1318,1928,3112,1053,vector
65535,112507,16517.8,20958.6,186314,16654.8,21062.5,37791,28126,158515,20334,vector
65534,112507,16517.8,20958.6,423,16506.3,21047.6,1948,827,1290,589,vector
65534,112507,16517.8,20958.6,73,16169.6,20417.9,1702,330,967,1133,skewed_2
65534,112507,16517.8,20958.6,65746,16751.1,21147.2,19688,21548,69252,17711,vector
65534,112507,16517.8,20958.6,9934,13028,13054.1,1222,7164,6969,2032,skewed_1
65534,112507,16517.8,20958.6,54,19898.8,22299.8,1722,250,1063,802,skewed_2
65535,112507,16517.8,20958.6,150357,16647.3,21041.9,36121,29103,96753,17767,vector
65535,112507,16517.8,20958.6,46372,16640.6,21115.4,17671,20158,72323,16785,vector
65535,112507,16517.8,20958.6,348832,16618.9,21077.4,52220,33352,164679,19536,vector
65534,112507,16517.8,20958.6,3622,17637.5,22304.5,2495,3583,3743,15291,skewed_1
65535,112507,16517.8,20958.6,530445,16886.4,21253.8,23646,20080,244422,17657,vector
65534,6542,14580,14586.4,197564,16629.1,21001.3,5883,2000,6770,1724,vector
65529,6542,14580,14586.4,13256,16425.4,20910.7,3328,355,1980,1009,skewed_2
65261,6542,14580,14586.4,251,16618.1,21151.1,3052,74,1540,106,skewed_2
65315,6542,14580,14586.4,423,16452.1,21014.8,3091,147,1566,931,skewed_2
65527,6542,14580,14586.4,5310,17053.8,21115.9,3142,264,1631,1004,skewed_2
65444,6542,14580,14586.4,1561,17449,21502.8,3175,157,1596,928,skewed_2
65526,6542,14580,14586.4,7747,16634.6,21170.1,3159,250,1698,956,skewed_2
65526,6542,14580,14586.4,3428,16929.1,21398.3,3144,114,1657,924,skewed_2
65477,6542,14580,14586.4,2139,15643.7,20574.5,3083,48,1554,921,skewed_2
65535,6542,14580,14586.4,255502,16705,21163.2,5319,1898,5762,1650,vector
65390,6542,14580,14586.4,389,16721.8,21048.1,3060,95,1553,909,skewed_2
65372,6542,14580,14586.4,1665,16242.8,20699.8,3100,103,1573,914,skewed_2
65531,6542,14580,14586.4,47422,16671.2,21111.9,3702,643,2686,1138,skewed_2
65457,6542,14580,14586.4,434,16740,21412.9,3055,131,1539,892,skewed_2
65535,6542,14580,14586.4,203042,16553.7,21025.7,5622,1693,6235,1624,vector
65532,6542,14580,14586.4,29794,16517.7,20978,3630,415,2350,1050,skewed_2
65532,6542,14580,14586.4,16650,16349.9,20855,3272,304,1914,990,skewed_2
65532,6542,14580,14586.4,16650,16349.9,20855,3284,266,1936,990,skewed_2
65534,6542,14580,14586.4,197564,16629.1,21001.3,5857,1869,6620,1708,vector
65534,6542,14580,14586.4,131331,16661.7,21053.2,4576,1265,4807,1406,skewed_2
65535,6542,14580,14586.4,81094,16647.5,20996,4271,896,3958,1277,skewed_2
30778,6542,14580,14586.4,3806,8989.5,8992.08,118,1800,1791,614,skewed_1
65533,6542,14580,14586.4,188809,16531.8,20963,5669,1739,6482,1654,vector
65534,6542,14580,14586.4,42800,16567.8,21074.9,3606,488,2688,1118,skewed_2
65534,6542,14580,14586.4,108226,16697.2,21074,4256,1001,4126,1366,skewed_2
65244,6542,14580,14586.4,188,16587.9,21364.4,3069,58,1526,902,skewed_2
65534,6542,14580,14586.4,48446,16667.3,21014.5,4002,557,3035,1118,skewed_2
63527,6542,14580,14586.4,168,16403.2,20545.7,3064,124,1546,882,skewed_2
65481,6542,14580,14586.4,378,16156.3,20589.2,3068,42,1557,901,skewed_2
65535,6542,14580,14586.4,499585,16626.2,21049.8,9181,4353,11859,2797,vector
65534,6542,14580,14586.4,65746,16751.1,21147.2,4071,690,3298,1263,skewed_2
65494,6542,14580,14586.4,255,16769.4,21213.7,3050,47,1557,914,skewed_2
65020,6542,14580,14586.4,249,15939.6,20803.3,3058,47,1545,961,skewed_2
65533,6542,14580,14586.4,31577,16453.5,20863.5,3394,369,2152,1048,skewed_2
65534,6542,14580,14586.4,197564,16629.1,21001.3,5878,1822,6690,1686,vector
65242,6542,14580,14586.4,459,16771.6,21221,3081,90,1575,909,skewed_2
65535,6542,14580,14586.4,1749744,16655.9,21067.6,6610,13182,17090,5657,vector
65526,6542,14580,14586.4,7747,16634.6,21170.1,3213,234,1748,954,skewed_2
65534,6542,14580,14586.4,73888,16762,21264.8,3477,575,2490,1097,skewed_2
65534,6542,14580,14586.4,47373,16777.6,21172.9,3433,406,2210,1028,skewed_2
65535,6542,14580,14586.4,1434753,16577.3,21012.1,7808,13836,19331,6162,vector
65535,6542,14580,14586.4,92535,16663.5,21065.6,4513,894,3754,1268,skewed_2
65465,6542,14580,14586.4,4876,17785.5,20945.4,3352,202,1939,987,skewed_2
65531,6542,14580,14586.4,29803,16721.3,21094.2,3432,397,2236,1104,skewed_2
65535,6542,14580,14586.4,133473,16616.3,21076.2,4709,1169,4650,1430,skewed_2
65535,6542,14580,14586.4,446607,16652.2,21123.9,7573,3563,9547,2315,vector
65345,6542,14580,14586.4,146,17242.5,21751.9,3081,45,1532,906,skewed_2
65534,6542,14580,14586.4,10443,16808.9,21161.9,3260,262,1808,946,skewed_2
65534,6542,14580,14586.4,73888,16762,21264.8,3448,626,2485,1099,skewed_2
65190,6542,14580,14586.4,172,16241.4,20725.8,3070,76,1550,893,skewed_2
65508,6542,14580,14586.4,2245,17115,21249.5,3299,243,1887,941,skewed_2
65531,6542,14580,14586.4,103115,16633.6,21010.5,4462,1027,4517,1334,skewed_2
65469,6542,14580,14586.4,6982,16532.3,21109.1,3158,171,1666,935,skewed_2
65530,6542,14580,14586.4,19699,16595.7,21151.9,3287,253,1971,978,skewed_2
65533,6542,14580,14586.4,4186,16717,20868.1,3139,155,1674,929,skewed_2
55971,6542,14580,14586.4,4028,27492.2,27488.7,3056,69,1539,918,skewed_2
65478,6542,14580,14586.4,226,17309.6,21519.2,3061,109,1565,921,skewed_2
63498,6542,14580,14586.4,233,16972.6,20952.4,3045,47,1537,81,skewed_2
30775,6542,14580,14586.4,9934,13142.5,13167.3,3164,6773,5071,1690,vector
65139,6542,14580,14586.4,278,16119.2,20537,3071,49,1561,909,skewed_2
65523,6542,14580,14586.4,11844,16628.1,21155.6,3308,344,1915,972,skewed_2
65534,6542,14580,14586.4,17083,16625.2,21188.3,3403,231,1933,977,skewed_2
65532,6542,14580,14586.4,29794,16517.7,20978,3454,382,2266,1054,skewed_2
65535,6542,14580,14586.4,530445,16886.4,21253.8,6493,1057,6211,1509,skewed_2
65534,6542,14580,14586.4,55919,16789.3,21222.2,3384,527,2203,1056,skewed_2
65535,6542,14580,14586.4,203042,16553.7,21025.7,5653,1658,6345,1660,skewed_2
65531,6542,14580,14586.4,3394,19531.3,22374.8,3398,185,1973,999,skewed_2
65534,6542,14580,14586.4,42800,16567.8,21074.9,3757,463,2616,1099,skewed_2
65535,6542,14580,14586.4,530445,16886.4,21253.8,6115,1031,6097,1524,skewed_2
65524,6542,14580,14586.4,14588,17150.3,20380.9,3526,293,2288,1008,skewed_2
65411,6542,14580,14586.4,451,17048,21430.6,3081,84,1534,896,skewed_2
65531,6542,14580,14586.4,29803,16721.3,21094.2,3515,374,2250,1031,skewed_2
65534,6542,14580,14586.4,55919,16789.3,21222.2,3322,541,2197,1054,skewed_2
65534,6542,14580,14586.4,88039,16640.4,21065.3,4347,959,4188,1320,skewed_2
65535,6542,14580,14586.4,1434753,16577.3,21012.1,7940,13870,19591,6066,vector
64943,6542,14580,14586.4,278,17093.7,21678.7,3056,48,1552,927,skewed_2
65535,6542,14580,14586.4,96613,16755.1,21130.1,4908,975,4109,1304,skewed_2
64253,6542,14580,14586.4,246,16996.9,21074.6,3039,52,1553,909,skewed_2
65531,6542,14580,14586.4,39873,16656.6,21057,3575,535,2307,1112,skewed_2
65530,6542,14580,14586.4,8178,16635.4,21038.6,3243,229,1771,948,skewed_2
65513,6542,14580,14586.4,25578,16662.7,21009.7,3418,339,2247,1046,skewed_2
64913,6542,14580,14586.4,703,16302,20772.4,3054,47,1547,883,skewed_2
65534,6542,14580,14586.4,197564,16629.1,21001.3,5809,1840,6662,1697,vector
65535,6542,14580,14586.4,530445,16886.4,21253.8,6477,1012,6380,1523,skewed_2
65294,6542,14580,14586.4,175,17951.1,21771.2,3054,109,1579,3084,skewed_2
65517,6542,14580,14586.4,4898,16903.4,21166,3178,203,1666,918,skewed_2
65533,6542,14580,14586.4,190424,16533.4,20966,5717,1730,6276,1687,vector
65535,6542,14580,14586.4,1443329,16707.1,21108.2,11031,10467,19549,5547,vector
65529,6542,14580,14586.4,11040,16500.9,20916,3264,257,1873,962,skewed_2
62237,6542,14580,14586.4,130,16943.1,21245.4,3068,45,1538,890,skewed_2
65398,6542,14580,14586.4,445,16921.6,21310.2,3044,50,1546,890,skewed_2
65518,6542,14580,14586.4,2078,16733.6,21468.5,3080,148,1555,909,skewed_2
65519,6542,14580,14586.4,28456,17700.6,21532.7,3386,261,1949,984,skewed_2
65534,6542,14580,14586.4,36099,16448.5,20986.7,3640,420,2599,1065,skewed_2
65534,6542,14580,14586.4,68734,16603.9,21077.1,3476,699,2431,1106,skewed_2
65301,6542,14580,14586.4,162,17178.5,21446.8,3041,112,1540,918,skewed_2
65534,6542,14580,14586.4,97017,16618.4,20917.2,5171,1101,4728,1420,skewed_2
65534,6542,14580,14586.4,73888,16762,21264.8,3517,571,2438,1108,skewed_2
65512,6542,14580,14586.4,445,16546.3,20997.4,3061,126,1541,885,skewed_2
65167,6542,14580,14586.4,91,14970.1,19824.2,3033,47,1539,3072,skewed_2
36526,6542,14580,14586.4,8880,17154.2,17178.1,3094,50,1550,903,skewed_2
65534,6542,14580,14586.4,112507,16517.8,20958.6,5031,982,4444,1371,skewed_2
30775,6542,14580,14586.4,6542,14580,14586.4,7524,7489,4531,1398,vector
65522,6542,14580,14586.4,1198,18908.2,23072.1,3097,149,1607,930,skewed_2
65534,6542,14580,14586.4,10443,16808.9,21161.9,3254,240,1785,962,skewed_2
65519,6542,14580,14586.4,738,16811,21334.4,3087,124,1559,890,skewed_2
65311,6542,14580,14586.4,308,17528.4,21442.4,3046,54,1517,885,skewed_2
65534,6542,14580,14586.4,48446,16667.3,21014.5,4174,524,3126,1145,skewed_2
35515,6542,14580,14586.4,10038,16514.5,16534.1,3451,673,1814,996,skewed_2
65528,6542,14580,14586.4,11568,16545.6,21039.9,3214,250,1826,959,skewed_2
65531,6542,14580,14586.4,46454,16625.6,21090.5,3570,525,2429,1073,skewed_2
65532,6542,14580,14586.4,42115,16639.5,21084.9,3489,393,2347,1091,skewed_2
65515,6542,14580,14586.4,103,14159.9,19406.1,3046,46,1533,3061,skewed_2
64446,6542,14580,14586.4,89,14953.2,20220.8,3034,39,1540,59,skewed_2
65531,6542,14580,14586.4,863,16965.1,21318.4,3061,100,1560,893,skewed_2
41566,6542,14580,14586.4,7560,19842.2,19854.6,3064,44,1553,905,skewed_2
65401,6542,14580,14586.4,7964,17171.7,20027.5,3221,318,1818,968,skewed_2
65525,6542,14580,14586.4,27360,16477.9,20918.7,3378,320,2157,1046,skewed_2
58598,6542,14580,14586.4,32,12999.2,18763,3055,47,1554,891,skewed_2
65532,6542,14580,14586.4,29794,16517.7,20978,3484,359,2322,1062,skewed_2
64895,6542,14580,14586.4,2014,17821.9,21435.7,3357,182,1926,940,skewed_2
30775,6542,14580,14586.4,4082,14780,14773.7,5694,2890,3133,1456,vector
65531,6542,14580,14586.4,30356,16704.2,21035.6,3494,400,2373,1082,skewed_2
65438,6542,14580,14586.4,1997,16604.8,21082.1,3060,105,1560,898,skewed_2
65535,6542,14580,14586.4,1434753,16577.3,21012.1,7990,13804,19388,6168,vector
65534,6542,14580,14586.4,197564,16629.1,21001.3,6448,1790,7002,1675,vector
65530,6542,14580,14586.4,5898,16377.6,20754.4,3196,194,1724,960,skewed_2
65463,6542,14580,14586.4,282,17216.3,21381.2,3070,140,1544,897,skewed_2
65461,6542,14580,14586.4,2626,15129.6,18655.6,3629,334,2152,1048,skewed_2
65534,6542,14580,14586.4,11863,16679.5,21171.2,3200,187,1753,935,skewed_2
48972,6542,14580,14586.4,7268,23587.8,23591,3049,59,1555,901,skewed_2
65522,6542,14580,14586.4,5070,16450.3,20877.2,3141,161,1653,914,skewed_2
65535,6542,14580,14586.4,630099,16675.9,21113,9463,4874,12823,2949,vector
65535,6542,14580,14586.4,1749744,16655.9,21067.6,6590,15505,16956,5604,vector
65534,6542,14580,14586.4,42800,16567.8,21074.9,3841,458,2778,1139,skewed_2
65530,6542,14580,14586.4,72576,16659.4,21079.5,3707,689,2940,1180,skewed_2
65531,6542,14580,14586.4,8272,16788.4,21049,3210,197,1760,971,skewed_2
65534,6542,14580,14586.4,171933,16608.6,21039.3,5565,1589,6294,1610,skewed_2
65530,6542,14580,14586.4,58408,16806.7,21133.7,4146,645,3255,1150,skewed_2
65531,6542,14580,14586.4,29803,16721.3,21094.2,3487,381,2304,1053,skewed_2
65535,6542,14580,14586.4,862911,16726.2,21100.6,13016,6251,16629,4084,vector
65534,6542,14580,14586.4,88039,16640.4,21065.3,4535,952,4358,1317,skewed_2
65531,6542,14580,14586.4,108817,16634.7,20972.8,4566,1028,4540,1363,skewed_2
65533,6542,14580,14586.4,41139,16795.6,21115.6,3865,522,2979,1181,skewed_2
65535,6542,14580,14586.4,1434753,16577.3,21012.1,8085,13561,19318,6286,vector
65531,6542,14580,14586.4,29803,16721.3,21094.2,3561,394,2362,1058,skewed_2
65513,6542,14580,14586.4,25578,16662.7,21009.7,3452,348,2257,1041,skewed_2
65527,6542,14580,14586.4,38884,16590.7,20989.4,3578,459,2578,1070,skewed_2
63476,6542,14580,14586.4,196,16946.3,21069.8,3055,107,1536,893,skewed_2
65394,6542,14580,14586.4,180,19640.6,22776.7,3038,51,1517,921,skewed_2
65519,6542,14580,14586.4,7280,16167.7,20900.9,3178,181,1701,939,skewed_2
65535,6542,14580,14586.4,499585,16626.2,21049.8,9020,4073,11909,2698,vector
65362,6542,14580,14586.4,444,16682.3,21069.3,3081,106,1559,897,skewed_2
65122,6542,14580,14586.4,413,15984.2,20559.2,3060,51,1546,884,skewed_2
65527,6542,14580,14586.4,5310,17053.8,21115.9,3142,205,1629,922,skewed_2
