range,n1,average1,std1,n2,average2,std2,skewed_1,skewed_2,non_skewed,fastest_algo
65535,530445,16886.4,21253.8,92535,16663.5,21065.6,5929,4132,296213,skewed_2
65535,530445,16886.4,21253.8,4876,17785.5,20945.4,4214,2329,8539,skewed_2
65535,530445,16886.4,21253.8,29803,16721.3,21094.2,5391,2377,55927,skewed_2
65535,530445,16886.4,21253.8,133473,16616.3,21076.2,7742,5666,387898,skewed_2
65535,530445,16886.4,21253.8,446607,16652.2,21123.9,7058,13408,543884,skewed_1
65535,530445,16886.4,21253.8,146,17242.5,21751.9,760,2415,2906,skewed_1
65535,530445,16886.4,21253.8,10443,16808.9,21161.9,3859,1235,164392,skewed_2
65535,530445,16886.4,21253.8,73888,16762,21264.8,4110,2886,223905,skewed_2
65535,530445,16886.4,21253.8,172,16241.4,20725.8,2219,3062,2903,skewed_1
65535,530445,16886.4,21253.8,2245,17115,21249.5,3907,1379,4383,skewed_2
65535,530445,16886.4,21253.8,103115,16633.6,21010.5,4937,3938,101858,skewed_2
65535,530445,16886.4,21253.8,6982,16532.3,21109.1,4031,1188,6568,skewed_2
65535,530445,16886.4,21253.8,19699,16595.7,21151.9,4528,1504,20597,skewed_2
65535,530445,16886.4,21253.8,4186,16717,20868.1,3632,1035,106923,skewed_2
65535,530445,16886.4,21253.8,4028,27492.2,27488.7,5529,54610,6990,skewed_1
65535,530445,16886.4,21253.8,226,17309.6,21519.2,3234,3283,2982,non_skewed
65535,530445,16886.4,21253.8,233,16972.6,20952.4,2725,597,2601,skewed_2
65535,530445,16886.4,21253.8,9934,13142.5,13167.3,3678,90713,8428,skewed_1
65535,530445,16886.4,21253.8,278,16119.2,20537,2656,3427,2947,skewed_1
65535,530445,16886.4,21253.8,11844,16628.1,21155.6,4378,1145,8873,skewed_2
65535,530445,16886.4,21253.8,17083,16625.2,21188.3,4638,1213,117338,skewed_2
65535,530445,16886.4,21253.8,29794,16517.7,20978,5210,1896,82851,skewed_2
65535,530445,16886.4,21253.8,530445,16886.4,21253.8,4579,3977,561557,skewed_2
65535,530445,16886.4,21253.8,55919,16789.3,21222.2,5110,3161,259487,skewed_2
65535,530445,16886.4,21253.8,203042,16553.7,21025.7,8754,6841,415786,skewed_2
65535,530445,16886.4,21253.8,3394,19531.3,22374.8,3569,1157,30654,skewed_2
65535,530445,16886.4,21253.8,42800,16567.8,21074.9,3836,1874,262056,skewed_2
65535,530445,16886.4,21253.8,530445,16886.4,21253.8,8366,4294,559095,skewed_2
65535,530445,16886.4,21253.8,14588,17150.3,20380.9,3969,2007,11219,skewed_2
65535,530445,16886.4,21253.8,451,17048,21430.6,3023,493,4404,skewed_2
65535,530445,16886.4,21253.8,29803,16721.3,21094.2,6131,2524,47197,skewed_2
65535,530445,16886.4,21253.8,55919,16789.3,21222.2,5305,2600,226105,skewed_2
65535,530445,16886.4,21253.8,88039,16640.4,21065.3,12504,3841,298395,skewed_2
65535,530445,16886.4,21253.8,1434753,16577.3,21012.1,8498,66653,544521,skewed_1
65535,530445,16886.4,21253.8,278,17093.7,21678.7,3653,3583,2982,non_skewed
65535,530445,16886.4,21253.8,96613,16755.1,21130.1,5959,3954,322969,skewed_2
65535,530445,16886.4,21253.8,246,16996.9,21074.6,3386,3848,2839,non_skewed
65535,530445,16886.4,21253.8,39873,16656.6,21057,6225,2077,57115,skewed_2
65535,530445,16886.4,21253.8,8178,16635.4,21038.6,4602,1236,16231,skewed_2
65535,530445,16886.4,21253.8,25578,16662.7,21009.7,4630,1601,16771,skewed_2
65535,530445,16886.4,21253.8,703,16302,20772.4,2605,598,3304,skewed_2
65535,530445,16886.4,21253.8,197564,16629.1,21001.3,7906,6746,423964,skewed_2
65535,530445,16886.4,21253.8,530445,16886.4,21253.8,8227,4215,575378,skewed_2
65535,530445,16886.4,21253.8,175,17951.1,21771.2,2218,570,2741,skewed_2
65535,530445,16886.4,21253.8,4898,16903.4,21166,3538,1070,5291,skewed_2
65535,530445,16886.4,21253.8,190424,16533.4,20966,4848,6105,162611,skewed_1
65535,530445,16886.4,21253.8,1443329,16707.1,21108.2,6994,36288,540748,skewed_1
65535,530445,16886.4,21253.8,11040,16500.9,20916,3517,1087,15987,skewed_2
65535,530445,16886.4,21253.8,130,16943.1,21245.4,997,319,2264,skewed_2
65535,530445,16886.4,21253.8,445,16921.6,21310.2,2556,376,2753,skewed_2
65535,530445,16886.4,21253.8,2078,16733.6,21468.5,3868,736,3695,skewed_2
65535,530445,16886.4,21253.8,28456,17700.6,21532.7,4513,1421,14121,skewed_2
65535,530445,16886.4,21253.8,36099,16448.5,20986.7,4448,1836,162446,skewed_2
65535,530445,16886.4,21253.8,68734,16603.9,21077.1,4958,2739,225676,skewed_2
65535,530445,16886.4,21253.8,162,17178.5,21446.8,1971,2548,2612,skewed_1
65535,530445,16886.4,21253.8,97017,16618.4,20917.2,7148,4405,175277,skewed_2
65535,530445,16886.4,21253.8,73888,16762,21264.8,4051,2584,266078,skewed_2
65535,530445,16886.4,21253.8,445,16546.3,20997.4,2892,762,2625,skewed_2
65535,530445,16886.4,21253.8,91,14970.1,19824.2,195,886,2471,skewed_1
65535,530445,16886.4,21253.8,8880,17154.2,17178.1,3582,120377,5416,skewed_1
65535,530445,16886.4,21253.8,112507,16517.8,20958.6,6149,3428,251041,skewed_2
65535,530445,16886.4,21253.8,6542,14580,14586.4,3505,76617,6279,skewed_1
65535,530445,16886.4,21253.8,1198,18908.2,23072.1,2963,6718,18184,skewed_1
65535,530445,16886.4,21253.8,10443,16808.9,21161.9,3463,929,142838,skewed_2
65535,530445,16886.4,21253.8,738,16811,21334.4,2900,595,2806,skewed_2
65535,530445,16886.4,21253.8,308,17528.4,21442.4,2056,3450,2551,skewed_1
65535,530445,16886.4,21253.8,48446,16667.3,21014.5,5165,2165,209852,skewed_2
65535,530445,16886.4,21253.8,10038,16514.5,16534.1,4632,96377,7861,skewed_1
65535,530445,16886.4,21253.8,11568,16545.6,21039.9,3463,963,19127,skewed_2
65535,530445,16886.4,21253.8,46454,16625.6,21090.5,5065,1698,52996,skewed_2
65535,530445,16886.4,21253.8,42115,16639.5,21084.9,4296,1912,71733,skewed_2
65535,530445,16886.4,21253.8,103,14159.9,19406.1,1518,911,2530,skewed_2
65535,530445,16886.4,21253.8,89,14953.2,20220.8,1753,491,2358,skewed_2
65535,530445,16886.4,21253.8,863,16965.1,21318.4,20507,441,31729,skewed_2
65535,530445,16886.4,21253.8,7560,19842.2,19854.6,4175,108271,5782,skewed_1
65535,530445,16886.4,21253.8,7964,17171.7,20027.5,3835,1537,8364,skewed_2
65535,530445,16886.4,21253.8,27360,16477.9,20918.7,3708,1300,14769,skewed_2
65535,530445,16886.4,21253.8,32,12999.2,18763,488,2063,1960,skewed_1
65535,530445,16886.4,21253.8,29794,16517.7,20978,5111,1437,75133,skewed_2
65535,530445,16886.4,21253.8,2014,17821.9,21435.7,3383,1059,4820,skewed_2
65535,530445,16886.4,21253.8,4082,14780,14773.7,3356,35358,4383,skewed_1
65535,530445,16886.4,21253.8,30356,16704.2,21035.6,4575,1599,64043,skewed_2
65535,530445,16886.4,21253.8,1997,16604.8,21082.1,3643,528,3554,skewed_2
65535,530445,16886.4,21253.8,1434753,16577.3,21012.1,9009,47545,506534,skewed_1
65535,530445,16886.4,21253.8,197564,16629.1,21001.3,8495,6506,409680,skewed_2
65535,530445,16886.4,21253.8,5898,16377.6,20754.4,3940,1032,14445,skewed_2
65535,530445,16886.4,21253.8,282,17216.3,21381.2,885,349,2718,skewed_2
65535,530445,16886.4,21253.8,2626,15129.6,18655.6,3660,4653,5265,skewed_1
65535,530445,16886.4,21253.8,11863,16679.5,21171.2,4034,935,193308,skewed_2
65535,530445,16886.4,21253.8,7268,23587.8,23591,5134,94294,3930,non_skewed
65535,530445,16886.4,21253.8,5070,16450.3,20877.2,4466,1028,5546,skewed_2
65535,530445,16886.4,21253.8,630099,16675.9,21113,5618,19087,600486,skewed_1
65535,530445,16886.4,21253.8,1749744,16655.9,21067.6,9583,49304,983423,skewed_1
65535,530445,16886.4,21253.8,42800,16567.8,21074.9,7313,3550,468606,skewed_2
65535,530445,16886.4,21253.8,72576,16659.4,21079.5,5712,5431,73927,skewed_2
65535,530445,16886.4,21253.8,8272,16788.4,21049,5829,1927,55872,skewed_2
65535,530445,16886.4,21253.8,171933,16608.6,21039.3,8978,9348,317129,skewed_1
65535,530445,16886.4,21253.8,58408,16806.7,21133.7,5237,2950,47218,skewed_2
65535,530445,16886.4,21253.8,29803,16721.3,21094.2,5942,3076,78447,skewed_2
65535,530445,16886.4,21253.8,862911,16726.2,21100.6,9251,38180,1210785,skewed_1
65535,530445,16886.4,21253.8,88039,16640.4,21065.3,10390,6498,459977,skewed_2
65535,530445,16886.4,21253.8,108817,16634.7,20972.8,10869,8259,167609,skewed_2
65535,530445,16886.4,21253.8,41139,16795.6,21115.6,8107,4952,142761,skewed_2
65535,530445,16886.4,21253.8,1434753,16577.3,21012.1,10975,70078,675098,skewed_1
65535,530445,16886.4,21253.8,29803,16721.3,21094.2,5049,2081,69645,skewed_2
65535,530445,16886.4,21253.8,25578,16662.7,21009.7,5207,1976,22758,skewed_2
65535,530445,16886.4,21253.8,38884,16590.7,20989.4,5797,2116,31408,skewed_2
65535,530445,16886.4,21253.8,196,16946.3,21069.8,4544,760,3882,skewed_2
65535,530445,16886.4,21253.8,180,19640.6,22776.7,2453,3109,4235,skewed_1
65535,530445,16886.4,21253.8,7280,16167.7,20900.9,4001,1005,9364,skewed_2
65535,530445,16886.4,21253.8,499585,16626.2,21049.8,8087,16933,802818,skewed_1
65535,530445,16886.4,21253.8,444,16682.3,21069.3,3297,471,3028,skewed_2
65535,530445,16886.4,21253.8,413,15984.2,20559.2,2535,379,2873,skewed_2
65535,530445,16886.4,21253.8,5310,17053.8,21115.9,4613,1203,5667,skewed_2
65535,530445,16886.4,21253.8,16014,16133.7,20629.2,4847,1043,24527,skewed_2
65535,530445,16886.4,21253.8,6982,16532.3,21109.1,4115,910,6547,skewed_2
65535,530445,16886.4,21253.8,7964,17171.7,20027.5,3953,1308,8724,skewed_2
65535,530445,16886.4,21253.8,131331,16661.7,21053.2,6306,4635,252335,skewed_2
65535,530445,16886.4,21253.8,73888,16762,21264.8,4457,2965,218057,skewed_2
65535,530445,16886.4,21253.8,1808,16738.9,20964.3,3171,897,3942,skewed_2
65535,530445,16886.4,21253.8,147,16844.6,20629.8,2325,488,2710,skewed_2
65535,530445,16886.4,21253.8,50,16025.7,20311,255,1544,2661,skewed_1
65535,530445,16886.4,21253.8,47373,16777.6,21172.9,5872,1943,304374,skewed_2
65535,530445,16886.4,21253.8,1434753,16577.3,21012.1,8328,49000,526676,skewed_1
65535,530445,16886.4,21253.8,12983,16316.4,20978.8,4130,1320,9397,skewed_2
65535,530445,16886.4,21253.8,3622,17637.5,22304.5,3646,687,5538,skewed_2
65535,530445,16886.4,21253.8,136093,16558.2,21040.3,7235,4064,368437,skewed_2
65535,530445,16886.4,21253.8,6292,12727.8,12736,2995,83769,5079,skewed_1
65535,530445,16886.4,21253.8,258,16479.7,21051.5,3027,3321,11714,skewed_1
65535,530445,16886.4,21253.8,46454,16625.6,21090.5,5695,1966,57043,skewed_2
65535,530445,16886.4,21253.8,36587,16791.1,21268,4687,1693,298739,skewed_2
65535,530445,16886.4,21253.8,15771,16485.1,20844.7,4858,1410,10927,skewed_2
65535,530445,16886.4,21253.8,4,18412.8,29049.3,559,143,2274,skewed_2
65535,530445,16886.4,21253.8,428,17726.3,21761.8,2291,423,3189,skewed_2
65535,530445,16886.4,21253.8,278,16457.8,20762.6,2944,284,2874,skewed_2
65535,530445,16886.4,21253.8,51320,16586.9,21018.5,5038,2093,63960,skewed_2
65535,530445,16886.4,21253.8,203042,16553.7,21025.7,8864,6204,430122,skewed_2
65535,530445,16886.4,21253.8,103115,16633.6,21010.5,4822,4464,99837,skewed_2
65535,530445,16886.4,21253.8,108817,16634.7,20972.8,7388,4401,104200,skewed_2
65535,530445,16886.4,21253.8,81094,16647.5,20996,6678,3567,289471,skewed_2
65535,530445,16886.4,21253.8,50107,16606.1,21016.9,5631,2276,78265,skewed_2
65535,530445,16886.4,21253.8,167,16219,20646,2112,429,2539,skewed_2
65535,530445,16886.4,21253.8,687,16702,21160.9,2701,497,2792,skewed_2
65535,530445,16886.4,21253.8,21962,16723.7,21049.4,4147,1391,106332,skewed_2
65535,530445,16886.4,21253.8,186314,16654.8,21062.5,7824,6872,399997,skewed_2
65535,530445,16886.4,21253.8,20182,16794.2,21204.8,4092,2211,12306,skewed_2
65535,530445,16886.4,21253.8,188809,16531.8,20963,5544,5863,155216,skewed_1
65535,530445,16886.4,21253.8,1625,14074.9,19068.3,2542,725,3374,skewed_2
65535,530445,16886.4,21253.8,186314,16654.8,21062.5,7595,6444,397655,skewed_2
65535,530445,16886.4,21253.8,423,16506.3,21047.6,2749,541,2652,skewed_2
65535,530445,16886.4,21253.8,73,16169.6,20417.9,3509,337,2243,skewed_2
65535,530445,16886.4,21253.8,65746,16751.1,21147.2,5473,2536,193176,skewed_2
65535,530445,16886.4,21253.8,9934,13028,13054.1,3227,85353,7526,skewed_1
65535,530445,16886.4,21253.8,54,19898.8,22299.8,2591,1949,2364,skewed_2
65535,530445,16886.4,21253.8,150357,16647.3,21041.9,6268,4375,399274,skewed_2
65535,530445,16886.4,21253.8,46372,16640.6,21115.4,4965,1945,175341,skewed_2
65535,530445,16886.4,21253.8,348832,16618.9,21077.4,5477,9898,639663,skewed_1
65535,530445,16886.4,21253.8,3622,17637.5,22304.5,3646,922,4056,skewed_2
65535,530445,16886.4,21253.8,530445,16886.4,21253.8,7924,3794,497553,skewed_2
65534,55919,16789.3,21222.2,197564,16629.1,21001.3,4901,7235,74721,skewed_1
65534,55919,16789.3,21222.2,13256,16425.4,20910.7,2830,783,9761,skewed_2
65534,55919,16789.3,21222.2,251,16618.1,21151.1,1160,162,1053,skewed_2
65534,55919,16789.3,21222.2,423,16452.1,21014.8,1234,391,1191,skewed_2
65534,55919,16789.3,21222.2,5310,17053.8,21115.9,2467,531,5552,skewed_2
65534,55919,16789.3,21222.2,1561,17449,21502.8,1742,392,1698,skewed_2
65534,55919,16789.3,21222.2,7747,16634.6,21170.1,2170,535,7646,skewed_2
65534,55919,16789.3,21222.2,3428,16929.1,21398.3,1937,559,4959,skewed_2
65534,55919,16789.3,21222.2,2139,15643.7,20574.5,1809,355,2002,skewed_2
65535,55919,16789.3,21222.2,255502,16705,21163.2,5072,4735,68879,skewed_2
65534,55919,16789.3,21222.2,389,16721.8,21048.1,1333,213,1116,skewed_2
65534,55919,16789.3,21222.2,1665,16242.8,20699.8,2102,389,2272,skewed_2
65534,55919,16789.3,21222.2,47422,16671.2,21111.9,4836,1483,24486,skewed_2
65534,55919,16789.3,21222.2,434,16740,21412.9,1362,373,1248,skewed_2
65535,55919,16789.3,21222.2,203042,16553.7,21025.7,4305,4292,93953,skewed_2
65534,55919,16789.3,21222.2,29794,16517.7,20978,3042,1038,16839,skewed_2
65534,55919,16789.3,21222.2,16650,16349.9,20855,2994,721,10916,skewed_2
65534,55919,16789.3,21222.2,16650,16349.9,20855,2760,714,9919,skewed_2
65534,55919,16789.3,21222.2,197564,16629.1,21001.3,3827,4833,74387,skewed_1
65535,55919,16789.3,21222.2,131331,16661.7,21053.2,4687,3496,54098,skewed_2
65535,55919,16789.3,21222.2,81094,16647.5,20996,4930,2404,75444,skewed_2
65534,55919,16789.3,21222.2,3806,8989.5,8992.08,1514,36933,2144,skewed_1
65535,55919,16789.3,21222.2,188809,16531.8,20963,4315,4435,66596,skewed_1
65534,55919,16789.3,21222.2,42800,16567.8,21074.9,3337,1530,54590,skewed_2
65534,55919,16789.3,21222.2,108226,16697.2,21074,3799,2817,81824,skewed_2
65534,55919,16789.3,21222.2,188,16587.9,21364.4,1137,133,1092,skewed_2
65534,55919,16789.3,21222.2,48446,16667.3,21014.5,3098,1367,59823,skewed_2
65534,55919,16789.3,21222.2,168,16403.2,20545.7,1663,1694,1048,non_skewed
65534,55919,16789.3,21222.2,378,16156.3,20589.2,1329,238,1128,skewed_2
65535,55919,16789.3,21222.2,499585,16626.2,21049.8,4384,11032,127607,skewed_1
65534,55919,16789.3,21222.2,65746,16751.1,21147.2,4593,1783,52447,skewed_2
65534,55919,16789.3,21222.2,255,16769.4,21213.7,1378,308,1103,skewed_2
65534,55919,16789.3,21222.2,249,15939.6,20803.3,1310,231,1050,skewed_2
65534,55919,16789.3,21222.2,31577,16453.5,20863.5,2774,1147,17355,skewed_2
65534,55919,16789.3,21222.2,197564,16629.1,21001.3,3706,4849,73041,skewed_1
65534,55919,16789.3,21222.2,459,16771.6,21221,1573,219,1280,skewed_2
65535,55919,16789.3,21222.2,1749744,16655.9,21067.6,9565,34821,142897,skewed_1
65534,55919,16789.3,21222.2,7747,16634.6,21170.1,2256,531,7160,skewed_2
65534,55919,16789.3,21222.2,73888,16762,21264.8,5036,1657,59721,skewed_2
65534,55919,16789.3,21222.2,47373,16777.6,21172.9,5157,1267,50424,skewed_2
65535,55919,16789.3,21222.2,1434753,16577.3,21012.1,10911,36038,106866,skewed_1
65535,55919,16789.3,21222.2,92535,16663.5,21065.6,3219,2272,61899,skewed_2
65534,55919,16789.3,21222.2,4876,17785.5,20945.4,2334,901,5375,skewed_2
65534,55919,16789.3,21222.2,29803,16721.3,21094.2,3261,1103,38858,skewed_2
65535,55919,16789.3,21222.2,133473,16616.3,21076.2,4562,3467,132467,skewed_2
65535,55919,16789.3,21222.2,446607,16652.2,21123.9,8948,9612,100830,skewed_1
65534,55919,16789.3,21222.2,146,17242.5,21751.9,995,1531,1181,skewed_1
65534,55919,16789.3,21222.2,10443,16808.9,21161.9,2624,696,22442,skewed_2
65534,55919,16789.3,21222.2,73888,16762,21264.8,5632,1866,60028,skewed_2
65534,55919,16789.3,21222.2,172,16241.4,20725.8,1256,199,1057,skewed_2
65534,55919,16789.3,21222.2,2245,17115,21249.5,2123,587,4592,skewed_2
65534,55919,16789.3,21222.2,103115,16633.6,21010.5,5163,2842,43127,skewed_2
65534,55919,16789.3,21222.2,6982,16532.3,21109.1,2097,768,4992,skewed_2
65534,55919,16789.3,21222.2,19699,16595.7,21151.9,2703,827,14339,skewed_2
65534,55919,16789.3,21222.2,4186,16717,20868.1,2250,561,5314,skewed_2
65534,55919,16789.3,21222.2,4028,27492.2,27488.7,3551,40476,2102,non_skewed
65534,55919,16789.3,21222.2,226,17309.6,21519.2,1446,2293,1126,non_skewed
65534,55919,16789.3,21222.2,233,16972.6,20952.4,1352,203,1052,skewed_2
65534,55919,16789.3,21222.2,9934,13142.5,13167.3,2731,77313,4048,skewed_1
65534,55919,16789.3,21222.2,278,16119.2,20537,2172,2607,1175,non_skewed
65534,55919,16789.3,21222.2,11844,16628.1,21155.6,2938,723,10304,skewed_2
65535,55919,16789.3,21222.2,17083,16625.2,21188.3,2475,776,13325,skewed_2
65534,55919,16789.3,21222.2,29794,16517.7,20978,2854,1197,16635,skewed_2
65535,55919,16789.3,21222.2,530445,16886.4,21253.8,5073,3245,157789,skewed_2
65534,55919,16789.3,21222.2,55919,16789.3,21222.2,1502,1358,54980,skewed_2
65535,55919,16789.3,21222.2,203042,16553.7,21025.7,3707,4605,99106,skewed_1
65534,55919,16789.3,21222.2,3394,19531.3,22374.8,2076,636,5632,skewed_2
65534,55919,16789.3,21222.2,42800,16567.8,21074.9,3801,1437,82304,skewed_2
65535,55919,16789.3,21222.2,530445,16886.4,21253.8,7767,3899,203208,skewed_2
65534,55919,16789.3,21222.2,14588,17150.3,20380.9,2630,980,28499,skewed_2
65534,55919,16789.3,21222.2,451,17048,21430.6,1614,219,1237,skewed_2
65534,55919,16789.3,21222.2,29803,16721.3,21094.2,2907,1359,21484,skewed_2
65534,55919,16789.3,21222.2,55919,16789.3,21222.2,3605,1623,59545,skewed_2
65534,55919,16789.3,21222.2,88039,16640.4,21065.3,3128,2741,87409,skewed_2
65535,55919,16789.3,21222.2,1434753,16577.3,21012.1,12235,40901,120871,skewed_1
65534,55919,16789.3,21222.2,278,17093.7,21678.7,2279,2913,1266,non_skewed
65535,55919,16789.3,21222.2,96613,16755.1,21130.1,5367,2949,122694,skewed_2
65534,55919,16789.3,21222.2,246,16996.9,21074.6,1885,2964,1398,non_skewed
65534,55919,16789.3,21222.2,39873,16656.6,21057,4511,1605,26006,skewed_2
65534,55919,16789.3,21222.2,8178,16635.4,21038.6,2709,784,8831,skewed_2
65534,55919,16789.3,21222.2,25578,16662.7,21009.7,3412,1282,18539,skewed_2
65534,55919,16789.3,21222.2,703,16302,20772.4,1582,337,1500,skewed_2
65534,55919,16789.3,21222.2,197564,16629.1,21001.3,3915,5345,101708,skewed_1
65535,55919,16789.3,21222.2,530445,16886.4,21253.8,6660,3708,175489,skewed_2
65534,55919,16789.3,21222.2,175,17951.1,21771.2,1528,346,1293,skewed_2
65534,55919,16789.3,21222.2,4898,16903.4,21166,20652,620,7771,skewed_2
65535,55919,16789.3,21222.2,190424,16533.4,20966,22492,6039,79432,skewed_2
65535,55919,16789.3,21222.2,1443329,16707.1,21108.2,25718,31585,115452,skewed_1
65534,55919,16789.3,21222.2,11040,16500.9,20916,2595,548,9247,skewed_2
65534,55919,16789.3,21222.2,130,16943.1,21245.4,1127,263,1054,skewed_2
65534,55919,16789.3,21222.2,445,16921.6,21310.2,1710,179,1330,skewed_2
65534,55919,16789.3,21222.2,2078,16733.6,21468.5,2026,548,4433,skewed_2
65534,55919,16789.3,21222.2,28456,17700.6,21532.7,4105,855,17665,skewed_2
65534,55919,16789.3,21222.2,36099,16448.5,20986.7,3453,1558,41413,skewed_2
65534,55919,16789.3,21222.2,68734,16603.9,21077.1,3945,2156,108402,skewed_2
65534,55919,16789.3,21222.2,162,17178.5,21446.8,1330,232,1197,skewed_2
65535,55919,16789.3,21222.2,97017,16618.4,20917.2,4674,3446,43109,skewed_2
65534,55919,16789.3,21222.2,73888,16762,21264.8,4915,2043,61250,skewed_2
65534,55919,16789.3,21222.2,445,16546.3,20997.4,1708,304,1238,skewed_2
65534,55919,16789.3,21222.2,91,14970.1,19824.2,277,401,1108,skewed_1
65534,55919,16789.3,21222.2,8880,17154.2,17178.1,2131,101208,4141,skewed_1
65534,55919,16789.3,21222.2,112507,16517.8,20958.6,5808,2951,107094,skewed_2
65534,55919,16789.3,21222.2,6542,14580,14586.4,2350,70932,2659,skewed_1
65534,55919,16789.3,21222.2,1198,18908.2,23072.1,1695,7191,4650,skewed_1
65534,55919,16789.3,21222.2,10443,16808.9,21161.9,2937,821,24735,skewed_2
65534,55919,16789.3,21222.2,738,16811,21334.4,1656,355,3590,skewed_2
65534,55919,16789.3,21222.2,308,17528.4,21442.4,1462,147,1129,skewed_2
65534,55919,16789.3,21222.2,48446,16667.3,21014.5,3286,1603,99141,skewed_2
65534,55919,16789.3,21222.2,10038,16514.5,16534.1,2832,91271,4271,skewed_1
65534,55919,16789.3,21222.2,11568,16545.6,21039.9,3000,687,9576,skewed_2
65534,55919,16789.3,21222.2,46454,16625.6,21090.5,3938,1229,23320,skewed_2
65534,55919,16789.3,21222.2,42115,16639.5,21084.9,2903,1155,22444,skewed_2
65534,55919,16789.3,21222.2,103,14159.9,19406.1,1072,477,2891,skewed_2
65534,55919,16789.3,21222.2,89,14953.2,20220.8,1147,88,930,skewed_2
65534,55919,16789.3,21222.2,863,16965.1,21318.4,1582,206,3275,skewed_2
65534,55919,16789.3,21222.2,7560,19842.2,19854.6,2372,76771,3282,skewed_1
65534,55919,16789.3,21222.2,7964,17171.7,20027.5,2545,936,7010,skewed_2
65534,55919,16789.3,21222.2,27360,16477.9,20918.7,3774,1046,15623,skewed_2
65534,55919,16789.3,21222.2,32,12999.2,18763,812,860,857,skewed_1
65534,55919,16789.3,21222.2,29794,16517.7,20978,3004,1126,16718,skewed_2
65534,55919,16789.3,21222.2,2014,17821.9,21435.7,1945,525,2852,skewed_2
65534,55919,16789.3,21222.2,4082,14780,14773.7,2558,34511,1534,non_skewed
65534,55919,16789.3,21222.2,30356,16704.2,21035.6,3710,1058,17009,skewed_2
65534,55919,16789.3,21222.2,1997,16604.8,21082.1,1606,365,2125,skewed_2
65535,55919,16789.3,21222.2,1434753,16577.3,21012.1,11035,36021,108189,skewed_1
65534,55919,16789.3,21222.2,197564,16629.1,21001.3,3731,4710,72793,skewed_1
65534,55919,16789.3,21222.2,5898,16377.6,20754.4,2225,463,6226,skewed_2
65534,55919,16789.3,21222.2,282,17216.3,21381.2,1017,186,1037,skewed_2
65534,55919,16789.3,21222.2,2626,15129.6,18655.6,2112,3525,3948,skewed_1
65534,55919,16789.3,21222.2,11863,16679.5,21171.2,2925,623,22544,skewed_2
65534,55919,16789.3,21222.2,7268,23587.8,23591,3158,71340,3409,skewed_1
65534,55919,16789.3,21222.2,5070,16450.3,20877.2,2175,512,5658,skewed_2
65535,55919,16789.3,21222.2,630099,16675.9,21113,7807,12682,84295,skewed_1
65535,55919,16789.3,21222.2,1749744,16655.9,21067.6,9381,34723,198425,skewed_1
65534,55919,16789.3,21222.2,42800,16567.8,21074.9,3584,1444,56490,skewed_2
65535,55919,16789.3,21222.2,72576,16659.4,21079.5,3214,2427,36298,skewed_2
65534,55919,16789.3,21222.2,8272,16788.4,21049,2913,824,7594,skewed_2
65535,55919,16789.3,21222.2,171933,16608.6,21039.3,4509,5311,60464,skewed_1
65534,55919,16789.3,21222.2,58408,16806.7,21133.7,4973,20401,28437,skewed_1
65534,55919,16789.3,21222.2,29803,16721.3,21094.2,3305,1299,19956,skewed_2
65535,55919,16789.3,21222.2,862911,16726.2,21100.6,7430,17798,236665,skewed_1
65534,55919,16789.3,21222.2,88039,16640.4,21065.3,8717,4102,201539,skewed_2
65534,55919,16789.3,21222.2,108817,16634.7,20972.8,5689,3414,43288,skewed_2
65535,55919,16789.3,21222.2,41139,16795.6,21115.6,3201,1760,23779,skewed_2
65535,55919,16789.3,21222.2,1434753,16577.3,21012.1,10566,37989,113837,skewed_1
65534,55919,16789.3,21222.2,29803,16721.3,21094.2,2708,1075,19959,skewed_2
65534,55919,16789.3,21222.2,25578,16662.7,21009.7,3085,1095,14704,skewed_2
65535,55919,16789.3,21222.2,38884,16590.7,20989.4,3523,1410,23459,skewed_2
65534,55919,16789.3,21222.2,196,16946.3,21069.8,1737,269,1115,skewed_2
65534,55919,16789.3,21222.2,180,19640.6,22776.7,1274,162,1091,skewed_2
65534,55919,16789.3,21222.2,7280,16167.7,20900.9,2152,586,7419,skewed_2
65535,55919,16789.3,21222.2,499585,16626.2,21049.8,4887,11445,133407,skewed_1
65534,55919,16789.3,21222.2,444,16682.3,21069.3,1589,167,1233,skewed_2
65534,55919,16789.3,21222.2,413,15984.2,20559.2,1446,151,1169,skewed_2
65534,55919,16789.3,21222.2,5310,17053.8,21115.9,2307,967,5954,skewed_2
65534,55919,16789.3,21222.2,16014,16133.7,20629.2,3426,813,11415,skewed_2
65534,55919,16789.3,21222.2,6982,16532.3,21109.1,2242,572,4845,skewed_2
65534,55919,16789.3,21222.2,7964,17171.7,20027.5,2931,966,7565,skewed_2
65535,55919,16789.3,21222.2,131331,16661.7,21053.2,4720,3634,53453,skewed_2
65534,55919,16789.3,21222.2,73888,16762,21264.8,5070,1953,57996,skewed_2
65534,55919,16789.3,21222.2,1808,16738.9,20964.3,1742,598,3943,skewed_2
65534,55919,16789.3,21222.2,147,16844.6,20629.8,1310,104,1058,skewed_2
65534,55919,16789.3,21222.2,50,16025.7,20311,346,152,992,skewed_2
65534,55919,16789.3,21222.2,47373,16777.6,21172.9,5317,1211,54101,skewed_2
65535,55919,16789.3,21222.2,1434753,16577.3,21012.1,10796,39333,112489,skewed_1
